,"smt.arith.nl.incremental_linearization=false","-file:{0} smt.arith.nl.incremental_linearization=false",,,,,,
,"RV 11691","T_norm 11691","T_cpu 11691","T_wc 11691","# SAT 11691","# UNSAT 11691","# UNKNOWN 11691",
"QF_NIA_small\From_T2__pentagon.t2__p7100_edge_closing_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7126_edge_closing_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7145_edge_closing_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7164_edge_closing_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7186_edge_closing_0.smt2",,824.921135646688,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7265_terminationG_0.smt2",0,9.83293367346939,11.516,11.95,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7297_terminationG_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__p7218_edge_closing_0.smt2",,943.61750112765,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_16_0.smt2",0,8.51786883457006,9.328,9.901,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_25_0.smt2",0,13.6614424057085,12.813,13.342,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_3_0.smt2",0,31.445849338455,35.219,36.596,0,1,0,
"QF_NIA_small\From_T2__polling.bug.t2__term_unfeasibility_0_0.smt2",0,4.88823011599006,5.641,6.173,1,0,0,
"QF_NIA_small\From_T2__polling.bug.t2_fixed__term_unfeasibility_1_0.smt2",0,204.453478876307,224.391,233.516,0,1,0,
"QF_NIA_small\From_T2__polling.t2_fixed__p7336_terminationG_0.smt2",0,1.98262111067349,2.406,2.795,1,0,0,
"QF_NIA_small\From_T2__polyrank2.t2__p7393_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank3.t2__p7436_terminationG_0.smt2",0,39.3633149827288,43.578,45.351,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7472_terminationG_0.smt2",0,37.0611795774648,42.766,44.485,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7499_terminationG_0.smt2",0,0.64370815281607,0.781,1.138,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7519_terminationG_0.smt2",0,3.10751121076233,3.313,3.689,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7550_terminationG_0.smt2",0,0.847755610972571,0.813,1.265,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7566_terminationG_0.smt2",,1033.59683794466,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.743873085339169,0.813,1.162,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.608328163771712,0.703,0.879,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,823.946435604569,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,14.7059486373166,16.766,17.473,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",,841.512469831054,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,180.92944600562,215.438,224.151,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,1043.39152119701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,51.3327028163094,58.375,60.682,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,849.025974025974,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,58.9805525164114,64.422,67.014,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",,811.167119038387,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,965.389940009229,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",,793.325748957148,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,157.66493584167,173.266,180.254,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",,822.327044025157,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",,905.235828645608,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,3.17459841211226,4.109,4.576,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,0.936856247201075,1,1.321,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,4.02183113129645,4.656,4.855,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,806.787504820671,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,973.929236499069,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,30.0607004727116,33.438,34.841,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,9.32468737788199,11.406,11.93,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.675599164467898,0.734,1.036,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",,835.129740518962,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,802.147239263804,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",,784.696174043511,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",,845.594179466451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,927.716186252772,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,847.649918962723,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,817.506838608832,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",,871.303623490212,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,973.023255813953,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,835.463258785943,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,109.77989802225,127.359,132.515,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,1004.32069131061,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",,1002.39578342118,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,11.8234328674291,13.344,13.871,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.22259042334566,1.422,1.731,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,0.45095631270903,0.516,0.822,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,856.324191567744,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.59959499263624,2.531,2.807,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,28.8872683235046,32.781,34.175,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,15.020815767285,17.031,17.767,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.07052002451982,2.422,3.313,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.35372621564482,4.922,5.936,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,4.04882328654005,4.688,5.124,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,0.485801486199576,0.547,0.736,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,4.07199232081911,4.563,5.018,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,5.35573153115972,6.203,6.508,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.51710035133948,3.828,4.154,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,9.48061160151325,10.781,11.208,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,1.93350835833691,2.156,2.287,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",,831.47853736089,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,18.0325811893716,20.438,21.373,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,1.99711658354115,2.297,2.626,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,2.6842173822426,3.078,3.451,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,872.030012505211,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.50887737097486,2.719,2.872,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.75356244761106,2,2.334,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.22416119192867,2.266,2.537,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.52739134849716,5.328,5.657,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.48899300573888,1.984,2.381,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,824.59597950335,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,16.886585502693,17.984,18.739,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.365734265734266,0.375,0.52,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.62206468763846,1.75,2.099,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,850.060950832995,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.59777411814705,2.922,3.281,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,11.8089448545376,13,13.568,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,97.2855475382003,109.563,114.014,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",,841.851106639839,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,804.306036139946,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,861.969509682736,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.57090336134454,3.859,4.16,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,8.7871247113164,9.094,9.476,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",,939.802336028751,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",,908.774978279757,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,1.78174350483953,1.672,1.849,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.08765120967742,6.031,6.533,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.586698717948718,0.656,0.921,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.187032350352113,0.203,0.312,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,16.879277270842,19.453,20.382,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.53744887525562,1.797,2.12,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,889.077773055674,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,0.600271285475793,0.688,0.816,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,5.93237166531932,7.016,7.359,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.213364882506527,0.234,0.411,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",,919.964819700967,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,36.7877885097844,35.047,36.572,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,2.12147736976943,2.375,2.715,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.45043364259782,1.719,2.033,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,28.218505859375,31.078,32.492,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.54878428927681,1.781,2.134,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,1.69242083868207,1.891,2.189,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,4.46463414634146,4.813,5.163,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,31.382109721662,37.188,38.814,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,0.614111870196413,0.688,1.015,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,818.786692759296,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,0.533100858369099,0.594,1.446,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,7.45164194915255,8.406,8.805,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,35.9782803285594,40.828,42.499,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.61782437046522,5.172,5.344,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,19.04153930131,20.844,21.72,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.37235875057418,2.469,2.603,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.44767729793978,2.953,3.357,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.2222651421508,2.578,2.965,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,1.8078724353256,1.938,2.216,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,20.1633545310016,24.25,25.295,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.0971935261708,4.266,4.473,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,5.23915842604038,6.078,6.457,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.15772345223452,2.516,2.832,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,64.1321800899428,74.984,77.946,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,2.84864656690141,3.094,3.37,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,933.095450490633,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",,884.940778341794,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,0.314028384279476,0.344,0.546,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,8.88123914930556,9.781,10.307,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14919_safety_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14996_safety_0.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p15078_safety_0.smt2",0,29.2175512934879,31.313,32.615,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__term_unfeasibility_1_0.smt2",0,1.9621843735112,1.969,2.19,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10066_safety_0.smt2",0,1.5551634059582,1.672,2.035,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10133_safety_0.smt2",0,1.04005681818182,1.094,1.35,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10168_safety_0.smt2",0,16.3149757922535,17.719,18.521,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10216_safety_0.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10273_safety_0.smt2",,943.61750112765,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10316_safety_0.smt2",0,8.71350387034349,8.609,8.983,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10430_safety_0.smt2",0,1.870826709062,2.25,2.541,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10512_safety_0.smt2",0,10.4611464270057,11.406,11.795,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10555_safety_0.smt2",0,2.3653669255928,2.766,3.253,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10604_safety_0.smt2",0,9.93245656370657,12.297,12.745,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10632_safety_0.smt2",0,38.0402565502183,41.641,43.316,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10685_safety_0.smt2",,944.896115627823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10708_safety_0.smt2",,872.03001250521,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10737_safety_0.smt2",0,2.57918540474244,3.016,3.32,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10777_safety_0.smt2",0,4.09338000910747,4.297,4.76,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10804_safety_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10907_safety_0.smt2",0,1.72332057823129,1.938,2.267,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10987_safety_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11010_safety_0.smt2",0,1.64665267344233,1.781,2.174,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11070_safety_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11092_safety_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11134_safety_0.smt2",0,3.93544554455445,4.75,5.056,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11206_safety_0.smt2",0,2.10625774473358,2.438,2.997,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11249_safety_0.smt2",0,1.60532623947615,1.641,1.919,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11279_safety_0.smt2",,1000.47824007652,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11293_safety_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11660_safety_0.smt2",,973.929236499069,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11700_safety_0.smt2",,969.416126042632,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11816_safety_0.smt2",0,12.666212695405,12.781,13.389,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11854_safety_0.smt2",0,0.52881698685541,0.5,0.72,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11971_safety_0.smt2",0,28.0881764705882,28.531,29.714,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9297_terminationG_0.smt2",0,8.40013966480447,9.344,9.766,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9315_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9567_safety_0.smt2",0,9.87609508547009,11.047,11.636,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9728_safety_0.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9772_safety_0.smt2",,942.342342342342,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9943_safety_0.smt2",0,2.27923044217687,2.563,2.941,1,0,0,
"QF_NIA_small\From_T2__sas2.t2__p21288_terminationG_0.smt2",,984.470588235294,1000,1000,0,0,0,
