,"yices2","{0}",,,,,,
,"RV 11750","T_norm 11750","T_cpu 11750","T_wc 11750","# SAT 11750","# UNSAT 11750","# UNKNOWN 11750",
"QF_LIA/nec-smt/large/getoption_user/prp-2-49.smt2",0,2.04786013567438,2.453,2.636,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-2-50.smt2",0,1.7281506147541,2.016,2.97,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-25-46.smt2",0,0.937869198312236,1.063,1.243,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-25-47.smt2",0,1.00175797649034,1.141,1.331,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-25-48.smt2",0,1.17134801854975,1.328,2.399,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-25-49.smt2",0,1.59877209206741,1.859,2.783,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-25-50.smt2",0,1.57178191489362,1.766,2.717,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-26-46.smt2",0,1.26927249885793,1.328,2.367,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-26-47.smt2",0,1.69447828976517,1.828,2.925,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-26-48.smt2",0,1.10391995614035,1.203,2.156,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-26-49.smt2",0,1.16394658753709,1.125,2.067,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-26-50.smt2",0,1.8219262295082,2.125,3.271,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-27-46.smt2",0,0.666814113238967,0.766,1.69,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-27-47.smt2",0,1.46383152173913,1.609,2.185,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-27-48.smt2",0,0.678339818417639,0.75,1.704,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-27-49.smt2",0,0.795893848782572,0.891,0.963,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-27-50.smt2",0,2.87404747948418,3.516,3.62,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-28-46.smt2",0,3.79829304495335,4.281,4.46,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-28-47.smt2",0,5.17754859387924,5.984,6.949,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-28-48.smt2",0,5.06895214887018,5.469,5.755,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-28-49.smt2",0,9.0075205338809,10.484,11.06,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-28-50.smt2",0,8.7195491622575,9.453,10.487,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-29-46.smt2",0,0.776975604670559,0.891,1.064,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-29-47.smt2",0,0.863929980276134,1.047,1.177,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-29-48.smt2",0,1.11972990777339,1.219,1.397,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-29-49.smt2",0,1.32232986767486,1.672,1.954,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-29-50.smt2",0,1.48579545454545,1.719,2.641,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-30-46.smt2",0,2.54292246264813,2.359,2.531,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-30-47.smt2",0,4.32403764355593,4.859,5.285,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-30-48.smt2",0,4.05438585907336,4.016,4.672,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-30-49.smt2",0,5.53281926406927,6.109,6.653,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-30-50.smt2",0,7.25623946925021,8.234,9.374,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-31-46.smt2",0,2.42083173445894,3.016,3.299,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-31-47.smt2",0,1.03609393119443,1.281,2.04,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-31-48.smt2",0,1.14107066836952,1.281,2.402,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-31-49.smt2",0,2.12057191634656,2.375,2.5,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-31-50.smt2",0,2.02277610657499,2.25,3.158,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-32-46.smt2",0,1.10630076714801,1.172,1.243,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-32-47.smt2",0,1.23900660136286,1.391,2.377,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-32-48.smt2",0,1.52541666666667,1.75,2.718,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-32-49.smt2",0,1.65711978131213,1.594,2.369,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-32-50.smt2",0,2.31921593830335,2.156,3,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-33-46.smt2",0,2.77297557840617,3.094,4.23,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-33-47.smt2",0,4.9487619982548,5.422,6.376,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-33-48.smt2",0,7.75238758456029,9.313,10.049,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-33-49.smt2",0,5.33643133242383,5.609,6.459,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-33-50.smt2",0,8.36831430288462,9.984,10.935,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-34-46.smt2",0,0.828083333333334,0.891,2.214,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-34-47.smt2",0,1.32705662393162,1.484,1.674,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-34-48.smt2",0,1.69731717871052,1.875,2.02,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-34-49.smt2",0,2.19998371689101,2.422,2.588,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-34-50.smt2",0,2.11888418662263,2.453,3.621,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-3-46.smt2",0,0.5107421875,0.547,1.34,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-3-47.smt2",0,0.610981308411215,0.656,1.564,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-3-48.smt2",0,0.698722308589196,0.859,1.071,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-3-49.smt2",0,0.802230657237937,0.922,1.627,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-3-50.smt2",0,0.759175065731814,0.828,0.966,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-35-46.smt2",0,1.24606604609929,1.344,1.503,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-35-47.smt2",0,1.90336260827718,1.891,2.685,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-35-48.smt2",0,1.72913140076174,1.953,2.414,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-35-49.smt2",0,3.29633438818565,3.734,4.436,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-35-50.smt2",0,2.33179312581064,2.578,3.517,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-36-46.smt2",0,1.22543702611626,1.391,1.641,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-36-47.smt2",0,0.840614460370995,0.953,1.598,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-36-48.smt2",0,1.17711218836565,1.422,2.484,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-36-49.smt2",0,4.17605597170204,4.797,5.105,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-36-50.smt2",0,3.16776872619552,3.578,3.85,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-37-46.smt2",0,0.0274454240134341,0.031,0.652,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-37-47.smt2",0,0.0418533930857874,0.047,0.857,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-37-48.smt2",0,0.59811170212766,0.672,1.683,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-37-49.smt2",0,0.752363337443485,0.875,2.061,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-37-50.smt2",0,0.870800198807157,1.047,1.987,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-38-46.smt2",0,1.4484639104614,1.516,2.389,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-38-47.smt2",0,1.23046235679214,1.438,2.297,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-38-48.smt2",0,1.56413380593708,1.688,2.687,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-38-49.smt2",0,1.7903951486698,2.188,3.315,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-38-50.smt2",0,2.19350328947368,2.391,3.55,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-39-46.smt2",0,0.980625,1.078,1.209,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-39-47.smt2",0,0.910963114754099,1.063,2.073,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-39-48.smt2",0,1.55262189995797,1.766,2.702,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-39-49.smt2",0,1.8273362536504,2.094,3.076,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-39-50.smt2",0,1.07924061081304,1.25,1.446,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-40-46.smt2",0,0.753639116842517,0.922,0.991,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-40-47.smt2",0,0.757564377682403,0.844,1.856,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-40-48.smt2",0,0.980926823638043,1.016,1.925,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-40-49.smt2",0,0.977413498504913,1.094,1.157,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-40-50.smt2",0,1.13768039049236,1.281,1.353,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-41-46.smt2",0,0.77656181258249,0.844,0.893,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-41-47.smt2",0,0.810433884297521,0.891,0.959,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-41-48.smt2",0,0.854755377477857,0.969,2.142,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-41-49.smt2",0,0.924028268551237,1.125,1.923,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-41-50.smt2",0,0.958908541846419,1.063,1.97,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-42-46.smt2",0,0.0492528879959817,0.047,0.461,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-42-47.smt2",0,0.0519261318506751,0.063,0.846,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-42-48.smt2",0,0.0696367703451214,0.078,0.221,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-42-49.smt2",0,0.628318077803204,0.656,1.549,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-42-50.smt2",0,0.954191321499013,1.156,1.317,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-46.smt2",0,1.26769703919933,1.453,1.665,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-47.smt2",0,1.26328502415459,1.375,1.549,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-48.smt2",0,1.54477788279773,1.953,2.22,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-49.smt2",0,2.90405475206611,3.359,4.298,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-50.smt2",0,1.9990246731337,2.266,2.428,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-46.smt2",0,0.933928571428571,1,1.783,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-47.smt2",0,1.27509142624949,1.5,1.715,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-48.smt2",0,1.94305965430017,2.203,3.019,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-49.smt2",0,1.51290609701825,1.625,2.534,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-50.smt2",0,2.42647201710066,2.984,3.194,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-46.smt2",0,0.775681723563697,0.891,1.829,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-47.smt2",0,0.980778246601031,1,1.733,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-48.smt2",0,0.699277423759673,0.734,1.066,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-49.smt2",0,0.946849329874621,1.047,2.014,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-50.smt2",0,1.34439263510282,1.344,2.206,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-46.smt2",0,1.08777038269551,1.25,1.44,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-47.smt2",0,1.30448963929394,1.625,2.054,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-48.smt2",0,1.92117968094039,2.188,2.418,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-49.smt2",0,2.93031881313131,3.328,3.561,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-50.smt2",0,3.20518721555647,3.703,4.771,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-46.smt2",0,0.502240717029449,0.563,1.502,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-47.smt2",0,0.556382978723404,0.625,1.624,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-48.smt2",0,0.644882860665845,0.75,1.659,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-49.smt2",0,1.01376739562624,1.219,2.157,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-50.smt2",0,1.20954202832344,1.266,2.172,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-46.smt2",0,0.708853314238953,0.828,1.579,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-47.smt2",0,1.08620403190075,1.172,2.003,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-48.smt2",0,0.933144416456759,1.063,1.758,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-49.smt2",0,2.80139527591973,3.203,4.157,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-50.smt2",0,2.15683913934426,2.516,3.455,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-46.smt2",0,0.411648957103503,0.5,0.547,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-47.smt2",0,0.598815213062525,0.719,0.788,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-48.smt2",0,0.604560739806641,0.688,1.904,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-49.smt2",0,0.770783205004812,0.766,1.794,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-50.smt2",0,0.881141304347826,0.969,1.192,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-46.smt2",0,1.48320244328098,1.625,1.785,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-47.smt2",0,1.40931588209415,1.531,1.611,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-48.smt2",0,1.59775967413442,1.875,2.07,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-49.smt2",0,2.71858986992511,3.297,3.45,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-50.smt2",0,2.22964929214929,2.484,2.581,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-46.smt2",0,0.838471783741121,1.016,1.067,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-47.smt2",0,1.24965098797251,1.391,1.439,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-48.smt2",0,0.870682844243792,0.922,1.091,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-49.smt2",0,1.35576524263791,1.563,1.627,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-50.smt2",0,2.57840330788804,2.906,3.003,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-47.smt2",0,1.13580212093863,1.203,1.259,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-48.smt2",0,2.45572474533107,2.766,2.866,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-49.smt2",0,1.86120996441281,2.25,3.323,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-50.smt2",0,2.35664218958611,2.531,2.623,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-46.smt2",0,0.89414810472841,1.094,1.175,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-47.smt2",0,0.767370314274896,0.969,1.204,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-48.smt2",0,0.713899860594795,0.734,0.755,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-49.smt2",0,0.990119294605809,1.141,1.188,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-50.smt2",0,0.809856898761213,0.906,0.956,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-46.smt2",0,0.701385784532856,0.75,0.785,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-47.smt2",0,0.77497883149873,0.875,0.944,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-48.smt2",0,0.807811120917917,0.875,0.917,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-49.smt2",0,1.0467815969257,1.172,1.352,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-50.smt2",0,4.65758179078777,5.172,6.56,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-46.smt2",0,0.813331188331188,0.906,0.948,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-47.smt2",0,0.929364726788094,1,1.113,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-48.smt2",0,1.75493113912232,1.797,1.859,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-49.smt2",0,1.8372674888799,2.172,2.256,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-50.smt2",0,6.98136803057554,7.422,7.715,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-46.smt2",0,1.04857249786142,1.172,1.213,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-47.smt2",0,0.990953245089667,1.109,1.157,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-48.smt2",0,1.28072128227961,1.375,1.436,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-49.smt2",0,1.29257541785569,1.516,1.6,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-50.smt2",0,1.63058294663573,1.344,1.401,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-46.smt2",0,1.34941809398331,1.469,1.544,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-47.smt2",0,1.50334915611814,1.703,1.77,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-48.smt2",0,1.82725155279503,2.109,2.295,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-49.smt2",0,1.98822309655466,2.234,2.415,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-50.smt2",0,1.86015463917526,2.156,2.248,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-46.smt2",0,0.059785093735711,0.063,0.106,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-47.smt2",0,0.127353896103896,0.141,0.284,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-48.smt2",0,0.184675141242938,0.219,0.251,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-49.smt2",0,0.166772959183673,0.156,0.184,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-50.smt2",0,0.148212077493817,0.172,0.221,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-46.smt2",0,0.148782430587164,0.156,0.19,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-47.smt2",0,0.186703646748682,0.203,0.248,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-48.smt2",0,0.213550740418118,0.234,0.271,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-49.smt2",0,0.172039473684211,0.188,0.21,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-50.smt2",0,0.163029925187032,0.188,0.221,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-46.smt2",0,0.0805110837438424,0.078,0.104,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-47.smt2",0,0.0884242560865645,0.094,0.123,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-48.smt2",0,0.0831390419669351,0.094,0.122,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-49.smt2",0,0.0849467255717256,0.078,0.098,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-50.smt2",0,0.135492227979275,0.125,0.148,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-46.smt2",0,0.0966269003378378,0.109,0.381,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-47.smt2",0,0.112183612183612,0.125,0.163,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-48.smt2",0,0.177131096290121,0.203,0.237,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-49.smt2",0,0.182611731843575,0.203,0.25,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-50.smt2",0,0.303300295234078,0.344,0.397,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-46.smt2",0,0.0574220465524813,0.063,0.095,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-47.smt2",0,0.0566999132697311,0.063,0.116,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-48.smt2",0,0.0972015717926933,0.109,0.16,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-49.smt2",0,0.0964639544688027,0.109,0.143,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-50.smt2",0,0.141015962036238,0.156,0.182,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-46.smt2",0,0.0712767117313563,0.078,0.101,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-47.smt2",0,0.0606728538283063,0.063,0.115,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-48.smt2",0,0.103074497437919,0.125,0.165,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-49.smt2",0,0.115605658709107,0.125,0.153,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-50.smt2",0,0.127126883811376,0.125,0.155,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-46.smt2",0,0.0563577586206897,0.063,0.093,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-47.smt2",0,0.0846095772217429,0.094,0.102,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-48.smt2",0,0.0627098321342926,0.063,0.099,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-49.smt2",0,0.0673969072164948,0.078,1.153,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-50.smt2",0,0.0720623897707231,0.078,0.122,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-46.smt2",0,0.0492528879959819,0.047,0.077,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-47.smt2",0,0.0847924773022049,0.094,0.217,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-48.smt2",0,0.0908707307386815,0.109,0.156,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-49.smt2",0,0.117369838420108,0.125,0.157,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-50.smt2",0,0.0812448218724109,0.094,0.127,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-46.smt2",0,0.0671201232032854,0.078,0.127,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-47.smt2",0,0.0961868563021089,0.094,0.231,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-48.smt2",0,0.083131993896236,0.078,0.113,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-49.smt2",0,0.07845,0.094,0.142,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-50.smt2",0,0.112618432385874,0.125,1.418,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-46.smt2",0,0.0566753359341136,0.063,0.096,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-47.smt2",0,0.0834574468085106,0.094,1.428,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-48.smt2",0,0.0858690893169877,0.094,0.385,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-49.smt2",0,0.0990530303030303,0.109,0.401,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-50.smt2",0,0.129199604743083,0.125,0.154,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-46.smt2",0,0.0428407601572739,0.047,0.546,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-47.smt2",0,0.0696961620469083,0.078,1.17,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-48.smt2",0,0.0807098765432099,0.094,0.232,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-49.smt2",0,0.126423506660937,0.141,1.238,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-50.smt2",0,0.133309543230016,0.156,0.188,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-46.smt2",0,0.0446550546448087,0.047,0.081,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-47.smt2",0,0.0627881290818287,0.078,0.11,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-48.smt2",0,0.0650368085953045,0.078,0.131,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-49.smt2",0,0.111323967645807,0.125,0.182,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-50.smt2",0,0.101711396343835,0.125,0.168,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-46.smt2",0,0.0455046403712297,0.047,0.126,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-47.smt2",0,0.0526580749093838,0.063,0.094,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-48.smt2",0,0.0678445413034454,0.078,0.114,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-49.smt2",0,0.110617597292724,0.125,0.167,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-50.smt2",0,0.162404019873532,0.172,0.207,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-46.smt2",0,0.0279499786233433,0.031,0.065,0,1,0,
