,"yices","{0}",,,,,,
,"RV 11625","T_norm 11625","T_cpu 11625","T_wc 11625","# SAT 11625","# UNSAT 11625","# UNKNOWN 11625",
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Middle.c__p24339_edge_closing_0.smt2",0,0.635245035910435,0.719,0.779,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Middle.c__p24344_edge_closing_0.smt2",,517.394888705689,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24368_terminationG_0.smt2",0,0.912526041666667,1.047,1.145,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24373_terminationG_0.smt2",0,1.30092689568496,1.484,1.549,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24374_terminationG_0.smt2",0,337.578242377375,365.172,380,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24377_terminationG_0.smt2",0,0.342576419213974,0.375,0.434,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24378_terminationG_0.smt2",0,7.04775765416127,7.813,8.142,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24379_terminationG_0.smt2",0,6.49014699616531,7.281,7.59,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24382_terminationG_0.smt2",0,0.146056747095621,0.156,0.235,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24383_terminationG_0.smt2",0,18.5412951807229,18.391,19.021,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24384_terminationG_0.smt2",,551.736263736264,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24387_terminationG_0.smt2",0,0.100049191080017,0.109,0.164,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24388_terminationG_0.smt2",,499.681528662421,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24389_terminationG_0.smt2",,495.734597156398,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24392_terminationG_0.smt2",0,0.152292460821686,0.172,0.293,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24393_terminationG_0.smt2",0,24.7309441656211,28.266,29.384,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24394_terminationG_0.smt2",,564.388489208633,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24397_terminationG_0.smt2",,530.739957716702,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24398_terminationG_0.smt2",0,14.5135904947917,15.984,16.577,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24399_terminationG_0.smt2",,523.436196830692,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24402_terminationG_0.smt2",0,0.130113887660327,0.141,0.282,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24403_terminationG_0.smt2",,531.414055884844,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24404_terminationG_0.smt2",,589.019239793524,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24407_terminationG_0.smt2",0,0.13451646090535,0.156,0.252,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24408_terminationG_0.smt2",0,5.67685999142367,6.328,6.577,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24409_terminationG_0.smt2",,496.518987341772,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24413_edge_closing_0.smt2",0,0.561452660242983,0.641,0.737,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24415_edge_closing_0.smt2",0,1.86014878366638,2.047,2.134,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24422_edge_closing_0.smt2",0,1.15695004480287,1.234,1.411,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24423_edge_closing_0.smt2",0,1.70328659506762,2.047,2.114,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24426_edge_closing_0.smt2",0,0.549032158951249,0.641,0.721,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24432_edge_closing_0.smt2",,506.129032258064,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24443_edge_closing_0.smt2",0,1.80760368663594,2.063,2.091,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24446_edge_closing_0.smt2",,547.405146096817,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24447_edge_closing_0.smt2",,532.315521628499,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24449_edge_closing_0.smt2",,500.678101316314,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__p24450_edge_closing_0.smt2",,529.620253164557,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__terminationQ_5_0.smt2",0,0.218402004454343,0.234,0.285,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__terminationS_0_0.smt2",0,41.7204824375794,47.125,48.967,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorInterv.c__terminationS_1_0.smt2",,504.907481898632,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24464_terminationG_0.smt2",0,45.1078732677693,48.234,50.095,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24482_terminationG_0.smt2",0,0.0709056399132321,0.078,0.138,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24483_terminationG_0.smt2",,541.267787839586,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24484_terminationG_0.smt2",,519.106699751861,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__terminationQ_0_0.smt2",0,0.0352742805755396,0.047,0.117,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__terminationS_0_0.smt2",0,0.0418712638770282,0.047,0.12,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__terminationS_1_0.smt2",0,0.0667909685328974,0.078,0.119,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24515_terminationG_0.smt2",0,3.80976494800693,4.203,4.349,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24516_terminationG_0.smt2",0,0.890591741166454,1,1.064,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24519_terminationG_0.smt2",0,7.93999892519347,8.828,9.189,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24520_terminationG_0.smt2",0,2.82215175789942,3.031,3.278,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24521_terminationG_0.smt2",0,2.3523929915334,2.391,2.494,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24524_terminationG_0.smt2",0,0.635102315006201,0.734,0.851,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24525_terminationG_0.smt2",0,0.867425917735515,0.938,0.982,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24526_terminationG_0.smt2",0,3.16285699062233,3.547,3.623,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24529_terminationG_0.smt2",0,1.42943998215083,1.531,1.596,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24530_terminationG_0.smt2",0,1.36197916666667,1.531,1.598,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24531_terminationG_0.smt2",0,2.02162557459256,2.313,2.396,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24534_terminationG_0.smt2",0,1.75840537944284,1.75,1.828,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24535_terminationG_0.smt2",0,14.702982398957,16.172,16.835,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24536_terminationG_0.smt2",,550.043821209466,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24539_terminationG_0.smt2",,532.089868588385,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24540_terminationG_0.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24541_terminationG_0.smt2",,522.347066167291,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24544_edge_closing_0.smt2",0,2.63727028238458,2.813,2.909,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24545_edge_closing_0.smt2",0,0.338438308886972,0.375,0.526,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24547_edge_closing_0.smt2",0,2.72632493483927,3,3.259,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24548_edge_closing_0.smt2",0,3.00999596122779,3.563,3.709,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24549_edge_closing_0.smt2",0,3.6446992976295,3.969,4.149,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24551_edge_closing_0.smt2",,599.140811455847,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__p24552_edge_closing_0.smt2",,529.620253164557,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__term_unfeasibility_2_0.smt2",0,1.21169181034483,1.344,1.435,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__terminationQ_0_0.smt2",,526.952141057935,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__terminationS_0_0.smt2",,538.712446351931,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__terminationS_1_0.smt2",,506.946688206785,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__terminationS_2_0.smt2",,519.321472900289,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Narrowing.c__terminationS_3_0.smt2",,536.410256410256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NarrowKonv.c__p24579_edge_closing_0.smt2",,484.259259259259,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_03.c__p24634_terminationG_0.smt2",0,19.7756561962134,21.969,22.854,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_03.c__terminationQ_0_0.smt2",,514.21548545678,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__p24648_safety_0.smt2",0,0.126152444253859,0.141,0.2,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__p24649_safety_0.smt2",0,1.02782374844849,1.188,1.263,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__p24650_safety_0.smt2",,525.848345203184,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__p24651_safety_0.smt2",,519.321472900289,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__p24653_safety_0.smt2",,511.283095723014,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__p24654_safety_0.smt2",,468.008948545861,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__term_unfeasibility_0_0.smt2",0,0.569081740976646,0.641,0.703,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__term_unfeasibility_2_0.smt2",0,0.674412862159789,0.734,1.671,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_04.c__term_unfeasibility_4_0.smt2",,497.700237906424,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24669_terminationG_0.smt2",0,0.0787334403853874,0.094,0.21,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24670_terminationG_0.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24671_terminationG_0.smt2",,546.689895470383,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24674_terminationG_0.smt2",0,0.0832802547770701,0.094,0.148,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24675_terminationG_0.smt2",,551.009657594381,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24676_terminationG_0.smt2",,521.262458471761,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24679_terminationG_0.smt2",0,0.115046194456665,0.125,0.246,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24680_terminationG_0.smt2",,542.671854734111,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24681_terminationG_0.smt2",,574.19945105215,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24684_terminationG_0.smt2",0,0.0843911359724613,0.094,0.158,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24685_terminationG_0.smt2",0,6.93413833907057,7.703,8.151,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24686_terminationG_0.smt2",,553.927625772286,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24689_terminationG_0.smt2",0,0.082306654676259,0.109,0.17,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24690_terminationG_0.smt2",,516.968698517298,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24691_terminationG_0.smt2",,531.189166314008,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24694_terminationG_0.smt2",0,0.116377392078327,0.125,0.209,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24695_terminationG_0.smt2",,503.894018466479,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__p24696_terminationG_0.smt2",,528.505263157895,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_10.c__terminationQ_5_0.smt2",0,0.126750323136579,0.141,0.222,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24711_terminationG_0.smt2",0,0.0984934086629001,0.125,0.444,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24712_terminationG_0.smt2",,495.147928994083,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24713_terminationG_0.smt2",,532.993630573249,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24716_terminationG_0.smt2",0,0.0987537764350453,0.109,0.179,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24717_terminationG_0.smt2",,539.638865004299,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24718_terminationG_0.smt2",,472.768361581921,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24721_terminationG_0.smt2",0,0.124497460854846,0.141,0.198,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24722_terminationG_0.smt2",,548.361730013106,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24723_terminationG_0.smt2",,562.365591397849,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24726_terminationG_0.smt2",0,0.121867232808616,0.141,0.281,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24727_terminationG_0.smt2",,535.266524520256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24728_terminationG_0.smt2",,528.950695322377,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24730_terminationG_0.smt2",0,0.154517619252256,0.172,0.215,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24732_terminationG_0.smt2",,545.739130434782,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24733_terminationG_0.smt2",,542.203023758099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__p24737_edge_closing_0.smt2",0,70.7134825327511,77.406,80.514,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__terminationQ_4_0.smt2",0,0.145926339285714,0.172,0.42,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__terminationS_0_0.smt2",0,0.176176409618574,0.203,0.258,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_12.c__terminationS_1_0.smt2",0,0.13034448382809,0.141,0.2,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__p24748_terminationG_0.smt2",,541.735002157963,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__p24749_terminationG_0.smt2",,531.189166314008,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__p24750_terminationG_0.smt2",,535.952177625961,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__p24752_edge_closing_0.smt2",0,0.0399114774114774,0.047,0.104,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__term_unfeasibility_0_0.smt2",0,0.0581886960391633,0.063,0.191,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__terminationQ_0_0.smt2",,519.96685998343,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__terminationS_0_0.smt2",,543.141497187365,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_13.c__terminationS_1_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__p24780_terminationG_0.smt2",0,0.0663301542207792,0.078,0.207,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__p24781_terminationG_0.smt2",0,1.0439121756487,1.25,1.319,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__p24782_terminationG_0.smt2",,512.326530612245,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__p24785_edge_closing_0.smt2",0,0.115548900235664,0.141,0.188,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__p24786_edge_closing_0.smt2",0,3.20356915570641,3.609,3.671,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__term_unfeasibility_0_0.smt2",0,0.0290943480195817,0.031,0.166,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_22.c__terminationS_0_0.smt2",0,0.0556619838229034,0.063,0.115,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__p24797_terminationG_0.smt2",0,0.0843911359724613,0.094,0.246,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__p24798_terminationG_0.smt2",,519.321472900289,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__p24799_terminationG_0.smt2",,501.87924830068,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__p24804_edge_closing_0.smt2",0,0.971536433365293,0.969,1.028,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__term_unfeasibility_0_0.smt2",0,0.0556619838229034,0.063,0.124,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__terminationQ_0_0.smt2",0,0.0720306302335831,0.078,0.173,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__terminationS_0_0.smt2",0,9.268959767642,10.297,10.78,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_23.c__terminationS_1_0.smt2",0,0.0927492906364004,0.109,0.169,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_24.c__p24815_terminationG_0.smt2",,520.398009950249,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_24.c__p24816_terminationG_0.smt2",,514.637146371464,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NO_24.c__p24820_edge_closing_0.smt2",0,0.835129740518962,1,1.062,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24836_terminationG_0.smt2",0,0.0411508602601763,0.047,0.138,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24837_terminationG_0.smt2",0,0.96308817062445,1.047,1.106,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24838_terminationG_0.smt2",,531.864406779661,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24841_terminationG_0.smt2",0,0.0409617794486215,0.047,0.119,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24842_terminationG_0.smt2",0,0.281405754417762,0.297,0.426,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24843_terminationG_0.smt2",,541.968911917099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination1_false-termination.c__p24848_edge_closing_0.smt2",0,1.59692498919153,1.766,1.855,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24888_terminationG_0.smt2",,548.122270742358,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24896_terminationG_0.smt2",0,0.321648216482165,0.375,0.452,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24897_terminationG_0.smt2",0,1.54843003042156,1.703,1.774,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24907_terminationG_0.smt2",0,1.54173562267273,1.781,1.837,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24908_terminationG_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24918_terminationG_0.smt2",0,1.30966026435357,1.516,1.544,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24919_terminationG_0.smt2",0,1.97978414948454,2.203,2.307,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24923_terminationG_0.smt2",0,2.90307429547395,3.25,3.397,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24924_terminationG_0.smt2",0,31.3653722030981,34.844,36.219,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24928_edge_closing_0.smt2",0,0.555437553101104,0.625,0.695,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24932_edge_closing_0.smt2",0,3.03045760697306,3.656,3.823,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24935_edge_closing_0.smt2",,537.558886509636,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24937_edge_closing_0.smt2",0,1.0078520478601,1.047,1.081,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24938_edge_closing_0.smt2",,550.526315789474,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24939_edge_closing_0.smt2",,542.437337942956,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24940_edge_closing_0.smt2",,547.643979057592,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24941_edge_closing_0.smt2",,537.789203084833,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination4_false-termination.c__p24949_terminationG_0.smt2",0,2.57654411764706,3.141,3.221,0,1,0,
