,"yices","{0}",,,,,,
,"RV 11625","T_norm 11625","T_cpu 11625","T_wc 11625","# SAT 11625","# UNSAT 11625","# UNKNOWN 11625",
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19637_safety_0.smt2",0,1.83280905077263,1.984,2.051,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19638_safety_0.smt2",0,0.613913814691152,0.703,0.767,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19641_safety_0.smt2",,540.801378716071,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19642_safety_0.smt2",0,5.10698701575138,5.734,5.92,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19649_safety_0.smt2",0,13.2823202959831,15.016,15.714,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19650_safety_0.smt2",,528.282828282829,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19659_safety_0.smt2",0,19.8743342564976,22.297,23.17,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19666_safety_0.smt2",,560.857908847185,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19670_safety_0.smt2",0,2.49076904985889,2.531,2.643,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19672_safety_0.smt2",,558.611481975968,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19675_safety_0.smt2",0,8.73112816258814,10.063,10.452,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19676_safety_0.smt2",,514.426229508197,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19677_safety_0.smt2",0,0.425761554621849,0.484,0.633,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19678_safety_0.smt2",0,9.66173684210527,10.969,11.41,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19695_safety_0.smt2",0,1.57853075170843,1.656,1.703,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19699_safety_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19700_safety_0.smt2",,533.900467886006,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19701_safety_0.smt2",0,1.79268022998673,1.938,2,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19702_safety_0.smt2",,450.538406317301,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19710_safety_0.smt2",,539.175257731959,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19722_safety_0.smt2",0,0.853088299260548,0.938,1.004,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19724_safety_0.smt2",,567.45027124774,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19725_safety_0.smt2",,560.107095046854,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19726_safety_0.smt2",,536.410256410256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19733_safety_0.smt2",0,76.7149432607689,79.172,82.386,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19734_safety_0.smt2",,587.640449438202,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19737_safety_0.smt2",,557.123834886818,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19770_safety_0.smt2",0,0.943179371231697,1.047,1.149,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19772_safety_0.smt2",0,0.881103623508617,0.953,1.028,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19792_safety_0.smt2",0,0.380561330561331,0.438,0.517,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19793_safety_0.smt2",0,38.3763184584178,45.219,46.961,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19801_safety_0.smt2",0,0.493130387931034,0.547,0.618,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19802_safety_0.smt2",0,1.11418832552194,1.25,1.349,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19803_safety_0.smt2",0,0.912906419341393,1.047,1.118,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19804_safety_0.smt2",,532.315521628499,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19806_safety_0.smt2",0,22.8456232970027,24.047,24.983,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19827_safety_0.smt2",0,0.77600478967097,0.891,0.957,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19828_safety_0.smt2",,545.976511526751,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19829_safety_0.smt2",0,0.508167016806722,0.578,0.638,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19830_safety_0.smt2",0,3.40679484695854,4.203,4.485,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19831_safety_0.smt2",0,1.04872395833333,1.203,1.269,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19832_safety_0.smt2",0,2.5978711790393,2.844,2.935,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19834_safety_0.smt2",0,0.390965399401965,0.438,0.485,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19837_safety_0.smt2",,560.357142857143,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19846_safety_0.smt2",0,1.28238659583163,1.5,1.586,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19848_safety_0.smt2",0,11.2696183533448,12.563,12.998,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19879_safety_0.smt2",0,0.435651811745106,0.5,0.588,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19889_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19894_safety_0.smt2",,516.755866611775,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19895_safety_0.smt2",,509.415584415584,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19908_safety_0.smt2",,516.118421052632,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19909_safety_0.smt2",,530.291508238276,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19917_safety_0.smt2",0,45.2555102040816,53,55.123,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19925_safety_0.smt2",0,2.14935458958517,2.328,2.422,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19927_safety_0.smt2",0,0.953859973867596,1.047,1.12,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19930_safety_0.smt2",,524.310776942356,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19935_safety_0.smt2",0,0.480484409799555,0.516,0.614,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19938_safety_0.smt2",0,30.2723026868178,34.469,35.869,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19953_safety_0.smt2",0,0.862802899177845,0.953,1.036,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19958_safety_0.smt2",0,20.961164043082,24.188,25.117,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19974_safety_0.smt2",0,1.13065973571706,1.391,1.469,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19975_safety_0.smt2",0,0.698910361842106,0.813,0.883,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19979_safety_0.smt2",0,1.5678800856531,1.75,1.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19984_safety_0.smt2",,568.735840507476,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19985_safety_0.smt2",0,0.459211366538953,0.516,0.58,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19988_safety_0.smt2",,530.964467005076,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20001_safety_0.smt2",0,1.27835891505467,1.453,1.539,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20013_safety_0.smt2",,570.027247956403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20015_safety_0.smt2",0,1.99314024390244,2.188,2.291,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20018_safety_0.smt2",0,0.392053973013493,0.5,0.545,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20021_safety_0.smt2",0,7.60558168884809,7.922,8.332,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20049_safety_0.smt2",0,1.03547731164384,1.156,1.33,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20073_safety_0.smt2",,542.671854734111,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20077_safety_0.smt2",0,0.453993055555556,0.5,0.552,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20078_safety_0.smt2",0,0.486863880844021,0.563,0.626,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20079_safety_0.smt2",0,0.620283539276258,0.672,0.729,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20080_safety_0.smt2",0,4.69711134453781,5.344,5.523,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20087_safety_0.smt2",0,16.0413546255507,17.406,18.076,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20088_safety_0.smt2",,543.141497187365,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20089_safety_0.smt2",0,0.461810154525386,0.5,0.555,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20090_safety_0.smt2",0,51.6553413400758,58.594,60.942,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20103_safety_0.smt2",0,4.38879182549767,4.953,5.124,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20104_safety_0.smt2",,536.181119179838,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20117_safety_0.smt2",0,2.55718537414966,2.875,3.019,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20118_safety_0.smt2",,529.173693086003,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20126_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20130_safety_0.smt2",0,0.484048344947735,0.531,0.593,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20131_safety_0.smt2",0,0.542704342273308,0.609,0.662,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20147_safety_0.smt2",0,0.587703339041096,0.656,0.835,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20148_safety_0.smt2",0,194.91060371517,210.656,219.088,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20150_safety_0.smt2",0,15.7780636108513,16.125,16.773,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20158_safety_0.smt2",,546.689895470383,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20165_safety_0.smt2",0,0.705053923818265,0.734,0.899,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20166_safety_0.smt2",0,1.05487174182871,1.219,1.293,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20167_safety_0.smt2",0,0.481091578086672,0.563,0.728,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20168_safety_0.smt2",,533.673469387755,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20176_safety_0.smt2",0,0.504177377892031,0.563,0.627,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20177_safety_0.smt2",0,15.4958878110502,17.563,18.242,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20179_safety_0.smt2",,544.791666666667,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20199_safety_0.smt2",0,138.407873746582,145.156,150.833,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20206_safety_0.smt2",0,1.29104275173611,1.422,1.484,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20207_safety_0.smt2",0,12.8466730228824,15.297,15.969,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20214_safety_0.smt2",0,1.6610969951392,1.797,1.864,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20215_safety_0.smt2",0,0.827354139854139,0.922,0.983,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20216_safety_0.smt2",,516.118421052632,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20224_safety_0.smt2",0,2.426025390625,2.672,2.802,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20225_safety_0.smt2",,533.900467886006,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20226_safety_0.smt2",0,1.27509752179899,1.328,1.495,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20227_safety_0.smt2",0,28.3535568230736,31.484,32.763,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20234_safety_0.smt2",0,2.90839301215278,3.203,3.279,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20235_safety_0.smt2",,552.95154185022,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20242_safety_0.smt2",0,3.74134036144578,4.156,4.335,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20246_safety_0.smt2",,540.335772707705,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20251_safety_0.smt2",,511.908646003262,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20258_safety_0.smt2",,572.366621067031,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20259_safety_0.smt2",,472.768361581921,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20260_safety_0.smt2",0,244.953734511244,255.141,265.491,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20261_safety_0.smt2",,530.964467005076,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20268_safety_0.smt2",0,3.38488409878683,3.734,3.844,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20269_safety_0.smt2",,559.109131403118,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20276_safety_0.smt2",,544.791666666667,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20277_safety_0.smt2",,503.894018466479,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20279_safety_0.smt2",,587.090739008419,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20280_safety_0.smt2",,512.326530612245,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20282_safety_0.smt2",,509.415584415584,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20283_safety_0.smt2",,507.766990291262,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20285_safety_0.smt2",,542.906574394463,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20286_safety_0.smt2",,480,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20287_safety_0.smt2",,487.077997671711,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20288_safety_0.smt2",,556.136464333186,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20289_safety_0.smt2",,523.436196830692,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20291_safety_0.smt2",,523.436196830692,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20292_safety_0.smt2",,542.203023758099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20569_safety_0.smt2",0,0.454567003792667,0.516,0.597,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20570_safety_0.smt2",0,0.786557149467839,0.813,0.864,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20572_safety_0.smt2",0,9.53746684350135,8.594,8.959,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20573_safety_0.smt2",0,1.021484375,1.141,1.31,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20575_safety_0.smt2",0,30.0502616659398,32.938,34.284,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20628_safety_0.smt2",0,0.388280906291245,0.422,0.501,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20629_safety_0.smt2",0,1.57430291508238,1.781,1.881,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20686_safety_0.smt2",0,7.39991677070329,8.5,8.809,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20695_safety_0.smt2",0,0.797256097560975,0.891,0.969,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20697_safety_0.smt2",0,10.044265776699,9.891,10.252,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20748_safety_0.smt2",0,3.10666322314049,3.594,3.727,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20749_safety_0.smt2",0,35.3688424947146,39.984,41.6,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20773_safety_0.smt2",0,0.960151187904968,1.063,1.151,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20775_safety_0.smt2",,517.394888705689,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20780_safety_0.smt2",0,1.03657145960035,1.141,1.185,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20781_safety_0.smt2",,557.866666666667,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20814_safety_0.smt2",,560.857908847185,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20815_safety_0.smt2",,549.321663019694,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20838_safety_0.smt2",,512.326530612245,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20839_safety_0.smt2",,535.266524520256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20840_safety_0.smt2",0,0.622756978289765,0.672,0.744,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20841_safety_0.smt2",,684.779050736496,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20848_safety_0.smt2",0,414.472388140747,456.078,473.983,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20849_safety_0.smt2",,545.976511526751,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20856_safety_0.smt2",0,1.68107142857143,1.828,1.9,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20857_safety_0.smt2",,545.501955671447,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20859_safety_0.smt2",,516.968698517298,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20860_safety_0.smt2",,504.907481898632,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20891_safety_0.smt2",0,5.31838578088578,5.453,5.669,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20895_safety_0.smt2",0,0.521309267241379,0.578,0.637,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20896_safety_0.smt2",0,1.65378904531456,1.797,1.867,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20899_safety_0.smt2",0,3.18971286701209,3.531,3.658,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20978_safety_0.smt2",0,0.704657941047075,0.766,0.815,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20996_safety_0.smt2",0,0.811032343819229,0.875,0.967,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20998_safety_0.smt2",0,18.2677698682533,20.547,21.269,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21013_safety_0.smt2",0,0.734894613583139,0.75,0.989,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21014_safety_0.smt2",0,0.605845905172413,0.672,0.744,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21024_safety_0.smt2",0,0.509195153613154,0.563,0.636,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21037_safety_0.smt2",0,0.928907450076805,1.156,1.265,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21042_safety_0.smt2",0,0.569081740976646,0.641,0.729,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21045_safety_0.smt2",0,0.418897271599835,0.484,0.533,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21085_safety_0.smt2",0,0.86681993156544,0.969,1.015,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21091_safety_0.smt2",0,1.77692697768763,2.094,2.167,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21116_safety_0.smt2",0,0.75748723487824,0.922,1.008,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21117_safety_0.smt2",0,1.04037634408602,1.156,1.255,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21118_safety_0.smt2",0,41.0988954741379,45.578,47.388,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21119_safety_0.smt2",0,2.56987056567593,2.563,2.648,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21120_safety_0.smt2",0,0.83463269150272,0.953,1.021,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21121_safety_0.smt2",,558.611481975968,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21122_safety_0.smt2",0,0.477771010962241,0.563,0.65,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21148_safety_0.smt2",0,0.719038715354158,0.781,0.875,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21149_safety_0.smt2",0,103.823671875,119.109,123.911,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21150_safety_0.smt2",0,0.766330988917306,0.859,0.896,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21151_safety_0.smt2",0,2.85379306276546,2.891,3.04,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21152_safety_0.smt2",0,0.918982482698961,1.016,1.106,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21153_safety_0.smt2",,506.129032258064,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21154_safety_0.smt2",0,0.439805772569444,0.484,0.554,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21155_safety_0.smt2",0,61.2228793691389,68.656,71.361,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__term_unfeasibility_1_0.smt2",0,0.698977987421384,0.797,0.826,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__term_unfeasibility_2_0.smt2",0,1.84659569983137,2.094,2.194,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__terminationS_3_0.smt2",0,0.453993055555556,0.5,0.591,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15158_terminationG_0.smt2",0,12.347408978072,14.266,14.831,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15159_terminationG_0.smt2",0,303.380859375001,273.797,284.819,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15160_terminationG_0.smt2",,585.174825174825,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15163_terminationG_0.smt2",0,12.5269461077844,14,14.541,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,64.3192201444964,72.344,75.224,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15165_terminationG_0.smt2",,493.008641005499,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15168_terminationG_0.smt2",0,17.0273288973384,19.266,20.044,1,0,0,
