,"smt.arith.nl.bounded_nra=false","-file:{0} smt.arith.nl.bounded_nra=false",,,,,,
,"RV 11680","T_norm 11680","T_cpu 11680","T_wc 11680","# SAT 11680","# UNSAT 11680","# UNKNOWN 11680",
"QF_NIA_small\From_T2__slayer-3-new.t2_fixed__p21832_safety_0.smt2",0,2.18312698773285,2.297,2.586,1,0,0,
"QF_NIA_small\From_T2__slayer-3-new.t2_fixed__p21855_safety_0.smt2",0,14.2344400499584,16.344,17.042,1,0,0,
"QF_NIA_small\From_T2__slayer-3-new.t2_fixed__terminationS_1_0.smt2",0,20.3603740756851,22.375,23.253,0,1,0,
"QF_NIA_small\From_T2__slayer-3-new.t2_fixed__terminationS_29_0.smt2",0,20.9425810867734,23.766,24.801,0,1,0,
"QF_NIA_small\From_T2__slayer-3-new.t2_fixed__terminationS_39_0.smt2",0,39.5487237072743,43.141,44.947,0,1,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22442_terminationG_0.smt2",0,4.25625248114331,5.125,5.372,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22466_safety_0.smt2",,870.216306156406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22485_terminationG_0.smt2",0,108.120192307692,116.906,121.608,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22506_safety_0.smt2",0,39.6162031184155,44.938,46.752,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22534_terminationG_0.smt2",0,4.27712215320911,4.938,5.193,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22554_safety_0.smt2",0,119.462551182894,125.516,130.484,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22580_terminationG_0.smt2",0,8.95102801626751,9.469,9.871,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22597_safety_0.smt2",0,1.62240642799024,1.906,2.107,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22618_safety_0.smt2",0,1.85830777096115,2.172,2.305,0,1,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22647_safety_0.smt2",0,1.61749677280551,1.797,2.02,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22668_safety_0.smt2",0,112.596441450997,126.859,131.914,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22693_safety_0.smt2",0,35.9673681972789,40.438,42.012,1,0,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__p22710_safety_0.smt2",0,3.24359558525719,3.828,4.178,0,1,0,
"QF_NIA_small\From_T2__slayer-4-filtered.t2__terminationS_3_0.smt2",0,4.47811839323467,5.063,5.296,0,1,0,
"QF_NIA_small\From_T2__slayer-5-filtered.t2__p22746_terminationG_0.smt2",0,2.25173927919708,2.359,2.529,1,0,0,
"QF_NIA_small\From_T2__slayer-5-filtered.t2__p22780_safety_0.smt2",0,1.4012892614601,1.578,1.928,1,0,0,
"QF_NIA_small\From_T2__slayer-5-filtered.t2__p22796_safety_0.smt2",,957.437070938215,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-5-filtered.t2__p22827_terminationG_0.smt2",0,3.72018861892583,4.172,4.459,1,0,0,
"QF_NIA_small\From_T2__slayer-5-filtered.t2__p22860_terminationG_0.smt2",0,5.72568873355263,6.656,7.04,1,0,0,
"QF_NIA_small\From_T2__slayer-5-filtered.t2__p22891_terminationG_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-n1.t2__p23156_terminationG_0.smt2",0,363.702452025586,407.688,424.059,0,1,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p22950_safety_0.smt2",,1041.83266932271,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p22972_safety_0.smt2",0,37.5597629570108,44.688,46.446,1,0,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p22991_safety_0.smt2",0,0.650979872881356,0.734,0.942,0,1,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p23010_safety_0.smt2",0,1.93672740835465,2.172,2.39,1,0,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p23057_safety_0.smt2",0,7.96620700503356,9.078,9.596,1,0,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p23091_safety_0.smt2",0,1.50444560669457,1.375,1.601,1,0,0,
"QF_NIA_small\From_T2__slayer-n1.t2_fixed__p23107_safety_0.smt2",0,3.33622419724771,4.172,4.647,1,0,0,
"QF_NIA_small\From_T2__slayer-n2.t2__p23222_terminationG_0.smt2",0,89.2194433631763,109.563,113.856,0,1,0,
"QF_NIA_small\From_T2__slayer-n2-filtered.t2__p23173_terminationG_0.smt2",0,0.214256452273658,0.25,0.574,1,0,0,
"QF_NIA_small\From_T2__slayer-n2-filtered.t2__p23194_terminationG_0.smt2",,836.465413834466,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-n5-filtered.t2__p23267_safety_0.smt2",0,29.528962787829,34.328,35.685,1,0,0,
"QF_NIA_small\From_T2__slayer-n5-filtered.t2__p23305_safety_0.smt2",0,148.246331581253,161.781,168.406,1,0,0,
"QF_NIA_small\From_T2__slayer-n5-filtered.t2__p23340_safety_0.smt2",0,4.15860123119015,4.359,4.688,1,0,0,
"QF_NIA_small\From_T2__slayer-n5-filtered.t2__p23379_safety_0.smt2",0,0.685751748251748,0.75,0.964,1,0,0,
"QF_NIA_small\From_T2__slayer-n5-filtered.t2__p23413_safety_0.smt2",,844.229217110573,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small01.t2__p23469_terminationG_0.smt2",,857.025809094633,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small01.t2__terminationQ_3_0.smt2",0,3.75220750551877,4.063,4.347,0,1,0,
"QF_NIA_small\From_T2__small03.t2__p23517_terminationG_0.smt2",0,15.7014852057328,16.234,16.969,0,1,0,
"QF_NIA_small\From_T2__small03.t2__p23533_terminationG_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small04.t2__p23554_terminationG_0.smt2",0,654.426584734799,725.438,754.469,0,1,0,
"QF_NIA_small\From_T2__small04.t2__p23571_terminationG_0.smt2",,950.045413260672,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small05.t2__p23592_terminationG_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small14.t2__p23679_terminationG_0.smt2",0,0.524398395721925,0.609,0.802,0,1,0,
"QF_NIA_small\From_T2__small14.t2__p23695_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small15.t2__p23750_terminationG_0.smt2",,972.118959107807,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small15.t2__p23766_terminationG_0.smt2",,921.992066989863,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small15.t2__p23788_edge_closing_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small16.t2__p23821_edge_closing_0.smt2",0,4.35223410635746,5.203,5.542,0,1,0,
"QF_NIA_small\From_T2__small18.t2__p23872_edge_closing_0.smt2",0,0.754545949477352,0.828,1.028,0,1,0,
"QF_NIA_small\From_T2__small35.t2__p23984_terminationG_0.smt2",0,0.197252155172414,0.219,0.427,0,1,0,
"QF_NIA_small\From_T2__small35.t2__p24000_terminationG_0.smt2",,939.802336028751,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small35.t2__p24016_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small35.t2__p24034_terminationG_0.smt2",,855.973813420622,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small35.t2__p24050_terminationG_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__small35.t2__p24066_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__spctrm.c.i.spctrm.pl.t2.fixed.t2__term_unfeasibility_10_0.smt2",0,3.02121359223301,3.719,3.938,1,0,0,
"QF_NIA_small\From_T2__spctrm.t2__term_unfeasibility_5_0.smt2",0,5.20229373309287,5.516,5.742,1,0,0,
"QF_NIA_small\From_T2__spiral.t2__p24127_edge_closing_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__st88.bug.t2_fixed__p24181_terminationG_0.smt2",,858.784893267652,1000,1000,0,0,0,
"QF_NIA_small\From_T2__st88b-fail.t2__p24138_terminationG_0.smt2",0,0.612281822051937,0.688,0.83,1,0,0,
"QF_NIA_small\From_T2__statemate.t2__term_unfeasibility_0_0.smt2",,911.546840958606,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver.bug.t2__terminationS_0_0.smt2",0,2.04544307630198,2.422,2.643,0,1,0,
"QF_NIA_small\From_T2__streamserver.bug.t2_fixed__terminationS_2_0.smt2",0,1.78008344312692,1.938,2.44,0,1,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24621_terminationG_0.smt2",,960.073428178063,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24667_terminationG_0.smt2",0,31.7284535452321,31.016,32.312,1,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24703_terminationG_0.smt2",,964.05529953917,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24720_terminationG_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24737_terminationG_0.smt2",,829.171621086009,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24755_terminationG_0.smt2",0,22.1565045248869,23.406,24.386,0,1,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24771_terminationG_0.smt2",,992.409867172676,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24787_terminationG_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24810_terminationG_0.smt2",0,28.0769665461121,29.688,30.882,0,1,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2__p24825_edge_closing_0.smt2",0,11.0456510416667,12.672,13.267,1,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2_fixed__p24587_edge_closing_0.smt2",,965.835641735919,1000,1000,0,0,0,
"QF_NIA_small\From_T2__streamserver-succeed.t2_fixed__terminationS_25_0.smt2",0,9.13497733543555,11.078,11.718,0,1,0,
"QF_NIA_small\From_T2__sudoku.t2__p24872_terminationG_0.smt2",,931.84855233853,1000,1000,0,0,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__p24885_terminationG_0.smt2",,863.036303630363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__p24898_edge_closing_0.smt2",,890.971039182283,1000,1000,0,0,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,5.69269866320089,7.328,7.746,1,0,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__terminationS_0_0.smt2",0,23.2614029399049,25.719,26.799,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__terminationS_19_0.smt2",0,4.99561131763734,5.781,6.104,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__terminationS_28_0.smt2",0,32.1259969325154,37.547,39.076,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__terminationS_37_0.smt2",0,29.0881290483309,27.906,29.173,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__terminationS_47_0.smt2",0,20.6228164817098,23.984,24.978,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.fixed.t2__terminationS_56_0.smt2",0,19.8257380264245,22.953,24.083,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__fixed_safety_0_0.smt2",0,1.34928428761651,1.453,1.574,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24940_edge_closing_0.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__terminationS_11_0.smt2",0,16.5224092697857,18.063,18.894,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__terminationS_2_0.smt2",0,25.2741626794258,25.25,26.382,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__terminationS_20_0.smt2",0,33.343203158344,37.344,38.805,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__terminationS_39_0.smt2",0,19.3300364393545,17.75,18.548,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__terminationS_48_0.smt2",0,29.2910315586088,32.609,33.854,0,1,0,
"QF_NIA_small\From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__terminationS_57_0.smt2",0,28.0202994246863,25.609,26.767,0,1,0,
"QF_NIA_small\From_T2__svdcmp.t2__term_unfeasibility_10_0.smt2",0,46.1169260906396,52.047,54.055,1,0,0,
"QF_NIA_small\From_T2__svdcmp.t2_fixed__term_unfeasibility_10_0.smt2",0,43.8847074468085,49.297,51.504,1,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25005_terminationG_0.smt2",,1016.52089407191,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25030_terminationG_0.smt2",,824.921135646688,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25050_edge_closing_0.smt2",0,47.1541596550273,53.578,55.677,1,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__term_unfeasibility_2_0.smt2",0,29.7614415322581,35.281,36.771,0,1,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25078_terminationG_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25099_edge_closing_0.smt2",,814.007782101167,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__term_unfeasibility_1_0.smt2",0,7.99571051473824,8.688,9.083,1,0,0,
"QF_NIA_small\From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_2_0.smt2",0,24.3018586507572,25.313,26.398,0,1,0,
"QF_NIA_small\From_T2__tqli.t2__p25231_terminationG_0.smt2",,766.019772976932,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.t2__p25267_edge_closing_0.smt2",0,152.227158757339,148.734,154.613,1,0,0,
"QF_NIA_small\From_T2__tqli.t2__terminationQ_2_0.smt2",0,33.8796323529412,41.297,43.028,1,0,0,
"QF_NIA_small\From_T2__tqli.t2_fixed__p25131_terminationG_0.smt2",0,75.5391627459367,84.422,87.764,1,0,0,
"QF_NIA_small\From_T2__tqli.t2_fixed__p25153_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.t2_fixed__p25176_terminationG_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA_small\From_T2__tqli.t2_fixed__p25199_edge_closing_0.smt2",0,56.7987970948706,59.813,62.49,1,0,0,
"QF_NIA_small\From_T2__tqli.t2_fixed__terminationQ_2_0.smt2",0,17.5721337579618,19.781,20.72,1,0,0,
"QF_NIA_small\From_T2__ud.t2__p25362_terminationG_0.smt2",0,3.71243074792244,3.844,4.087,1,0,0,
"QF_NIA_small\From_T2__w2_nt.t2__p25384_safety_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__walk.t2__p25539_terminationG_0.smt2",0,0.664049543946932,0.766,1.135,0,1,0,
"QF_NIA_small\From_T2__walk.t2__p25562_terminationG_0.smt2",,811.167119038387,1000,1000,0,0,0,
"QF_NIA_small\From_T2__walk.t2__p25580_terminationG_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_T2__walk.t2__p25598_terminationG_0.smt2",0,253.516293174342,294.719,306.657,0,1,0,
"QF_NIA_small\From_T2__walk.t2__p25613_edge_closing_0.smt2",0,38.984171143515,48.563,50.525,1,0,0,
"QF_NIA_small\From_T2__weakness.t2__p25648_terminationG_0.smt2",0,215.4796272215,237.625,247.142,1,0,0,
"QF_NIA_small\From_T2__weakness.t2__p25671_terminationG_0.smt2",0,10.8625708678587,11.906,12.435,1,0,0,
"QF_NIA_small\From_T2__wrong_loop.t2__p25728_terminationG_0.smt2",0,0.988069358178053,1.141,1.346,1,0,0,
"QF_NIA_small\From_T2__wrong_loop.t2_fixed__p25712_edge_closing_0.smt2",0,0.114142295940637,0.125,0.188,1,0,0,
"QF_NIA_small\From_T2__zeroconf.t2__p25773_terminationG_0.smt2",0,43.463870510397,54.953,57.178,0,1,0,
"QF_NIA_small\From_T2__zeroconf.t2__terminationS_2_0.smt2",0,2.98037146475306,3.375,3.729,0,1,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p25903_terminationG_0.smt2",0,162.689370598592,176.688,183.777,1,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p25952_safety_0.smt2",0,11.0041516041573,11.641,12.304,1,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26007_safety_0.smt2",0,0.386913265306122,0.453,0.672,1,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26045_safety_0.smt2",0,19.3500828137178,23.734,25.025,0,1,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26088_safety_0.smt2",0,0.213469387755102,0.25,0.401,0,1,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26143_safety_0.smt2",0,620.89094670973,735.156,764.472,0,1,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26165_terminationG_0.smt2",,830.488289003573,1000,1000,0,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26214_safety_0.smt2",0,4.10547044763147,4.516,4.868,1,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26281_safety_0.smt2",0,0.324844720496894,0.375,0.526,1,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26305_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2__p26355_safety_0.smt2",0,0.356683554169914,0.438,0.705,1,0,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2_fixed__p25815_safety_0.smt2",0,1.31533604452055,1.469,1.823,0,1,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2_fixed__p25859_safety_0.smt2",0,2.18973115910092,2.375,2.691,0,1,0,
"QF_NIA_small\From_T2__zlib-adler32.c.t2_fixed__terminationS_0_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__zlib-crc32.c.t2__p26616_edge_closing_0.smt2",0,26.7552744776731,31.219,32.613,1,0,0,
"QF_NIA_small\From_T2__zlib-crc32-BYFOUR.c.t2__p26457_safety_0.smt2",0,93.6870078740158,125.125,130.094,1,0,0,
"QF_NIA_small\From_T2__zlib-crc32-BYFOUR.c.t2__p26484_terminationG_0.smt2",,1020.98584675451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__zlib-crc32-BYFOUR.c.t2__p26531_safety_0.smt2",0,0.848291522491349,0.938,1.332,1,0,0,
"QF_NIA_small\From_T2__zlib-crc32-BYFOUR.c.t2__p26555_edge_closing_0.smt2",0,58.4848547717842,67.375,69.986,1,0,0,
"QF_NIA_small\From_T2__zlib-crc32-BYFOUR.c.t2_fixed__p26393_terminationG_0.smt2",0,4.68700929752066,5.422,5.934,1,0,0,
"QF_NIA_small\Hanoi_plus_false-termination.c_Iteration1_Lasso+nonterminationTemplate_0.smt2",0,1.02894046532847,1.078,1.253,0,1,0,
"QF_NIA_small\java_AG313-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.248741047448523,0.266,0.45,0,1,0,
"QF_NIA_small\PastaA6_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.84944277753965,2.063,2.24,0,1,0,
"QF_NIA_small\PastaC7_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,33.005929690809,37.25,38.784,0,1,0,
"QF_NIA_small\problem-000008.cvc.1.smt2",0,0.478718535469108,0.5,0.664,1,0,0,
"QF_NIA_small\problem-000019.cvc.1.smt2",0,0.443131977671451,0.531,0.755,1,0,0,
"QF_NIA_small\problem-000019.cvc.2.smt2",0,0.263733981964879,0.266,0.435,1,0,0,
"QF_NIA_small\problem-000025.cvc.2.smt2",0,0.916976072607261,1.063,1.27,0,1,0,
"QF_NIA_small\problem-000080.cvc.1.smt2",0,0.14894884009942,0.172,0.285,0,1,0,
"QF_NIA_small\problem-000124.cvc.1.smt2",0,0.198277729636049,0.219,0.368,0,1,0,
"QF_NIA_small\problem-000131.cvc.1.smt2",0,0.278547081380486,0.313,0.473,1,0,0,
"QF_NIA_small\problem-000441.cvc.1.smt2",0,0.0413242730720607,0.047,0.172,0,1,0,
"QF_NIA_small\problem-001265.cvc.1.smt2",0,0.0428220524017467,0.047,0.148,0,1,0,
"QF_NIA_small\problem-001268.cvc.1.smt2",0,0.0271942595673877,0.031,0.147,0,1,0,
"QF_NIA_small\problem-002452.cvc.1.smt2",0,0.0290814056939502,0.031,0.146,0,1,0,
"QF_NIA_small\problem-002563.cvc.1.smt2",0,0.0433329650905877,0.047,0.144,1,0,0,
"QF_NIA_small\problem-002617.cvc.1.smt2",0,0.17456608811749,0.188,0.381,1,0,0,
"QF_NIA_small\problem-002619.cvc.1.smt2",0,0.173026025584473,0.188,0.308,1,0,0,
"QF_NIA_small\problem-002871.cvc.1.smt2",0,0.0143429135585783,0.016,0.125,0,1,0,
"QF_NIA_small\problem-002949.cvc.1.smt2",0,0.0736868800721371,0.078,0.184,0,1,0,
"QF_NIA_small\problem-005140.cvc.1.smt2",0,0.0415871501272265,0.047,0.129,1,0,0,
"QF_NIA_small\problem-005897.cvc.1.smt2",0,0.0289911308203991,0.031,0.148,1,0,0,
"QF_NIA_small\problem-005952.cvc.1.smt2",0,0.0831390419669351,0.094,0.253,1,0,0,
"QF_NIA_small\problem-006501.cvc.1.smt2",0,0.0268480492813142,0.031,0.166,0,1,0,
"QF_NIA_small\problem-006526.cvc.1.smt2",0,0.0416047942299533,0.047,0.178,0,1,0,
"QF_NIA_small\problem-006535.cvc.1.smt2",0,0.027468487394958,0.031,0.14,0,1,0,
"QF_NIA_small\problem-006538.cvc.1.smt2",0,0.0428407601572739,0.047,0.133,1,0,0,
"QF_NIA_small\problem-006542.cvc.1.smt2",0,0.0425249349522984,0.047,0.15,0,1,0,
"QF_NIA_small\problem-006547.cvc.1.smt2",0,0.0308518168947617,0.031,0.123,1,0,0,
"QF_NIA_small\Pure3Phase_true-termination.c_Iteration5_Loop+nonterminationTemplate_0.smt2",0,0.285231239092496,0.313,0.475,0,1,0,
"QF_NIA_small\Stroeder_15__4NestedWith3Variables_true-termination.c__p20212_terminationG_0.smt2",0,80.794156741812,90.797,94.551,1,0,0,
"QF_NIA_small\Stroeder_15__4NestedWith3Variables_true-termination.c__p20216_terminationG_0.smt2",0,1.39667214461791,1.625,1.922,1,0,0,
"QF_NIA_small\Stroeder_15__aaron3_true-termination.c__p20349_terminationG_0.smt2",0,1.37367261635789,1.453,1.724,1,0,0,
"QF_NIA_small\Stroeder_15__aaron3_true-termination.c__p20354_terminationG_0.smt2",0,12.1530448717949,13.594,14.21,1,0,0,
"QF_NIA_small\Stroeder_15__AlternKonv.c__p20685_terminationG_0.smt2",0,5.47899297937692,5.969,6.336,1,0,0,
"QF_NIA_small\Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c__p21028_terminationG_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c__p21749_edge_closing_0.smt2",0,21.6358809924306,24.594,25.924,1,0,0,
"QF_NIA_small\Stroeder_15__Choose.c__p22179_terminationG_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__collatz.c__p22222_edge_closing_0.smt2",0,0.967163134746101,1.156,1.731,1,0,0,
"QF_NIA_small\Stroeder_15__ComplxStruc.c__p22342_terminationG_0.smt2",,989.593188268685,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__ComplxStruc.c__p22350_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__ComplxStruc.c__p22352_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Cousot.c__p22437_terminationG_0.smt2",,931.84855233853,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Cousot.c__p22441_terminationG_0.smt2",,968.070337806571,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__DoubleNeg.c__p22532_terminationG_0.smt2",,847.306601863102,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Et1.c__p22590_terminationG_0.smt2",0,0.711702954898911,0.656,0.882,1,0,0,
"QF_NIA_small\Stroeder_15__Et1.c__p22595_terminationG_0.smt2",0,2.27205741167435,2.828,2.942,1,0,0,
"QF_NIA_small\Stroeder_15__Et4.c__p22639_terminationG_0.smt2",0,18.3585398706896,20.359,21.262,0,1,0,
"QF_NIA_small\Stroeder_15__Even.c__p22673_terminationG_0.smt2",,861.61449752883,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Ex04.c__p22751_terminationG_0.smt2",0,0.342553405884724,0.406,0.601,0,1,0,
"QF_NIA_small\Stroeder_15__Ex04.c__p22755_terminationG_0.smt2",0,1.08104873803307,1.188,1.404,0,1,0,
"QF_NIA_small\Stroeder_15__Ex04.c__p22756_terminationG_0.smt2",,1006.73724735322,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Ex04.c__p22757_terminationG_0.smt2",,936.436884512086,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Ex08.c__p22819_terminationG_0.smt2",0,3.21707015810277,3.891,4.174,1,0,0,
"QF_NIA_small\Stroeder_15__Ex08.c__p22824_edge_closing_0.smt2",0,48.0906025179856,51.125,53.146,1,0,0,
"QF_NIA_small\Stroeder_15__Factorial.c__p22852_terminationG_0.smt2",0,46.2644813650651,49.25,51.214,0,1,0,
"QF_NIA_small\Stroeder_15__Factorial.c__p22854_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\Stroeder_15__Fibonacci.c__p22867_terminationG_0.smt2",0,1.77258722032613,2.234,2.533,1,0,0,
"QF_NIA_small\Stroeder_15__Fibonacci.c__p22871_terminationG_0.smt2",0,0.450767864605098,0.516,0.671,0,1,0,
"QF_NIA_small\Stroeder_15__GCD.c__p23173_terminationG_0.smt2",0,66.1256150902134,57.813,60.277,1,0,0,
