,"smt.arith.nl.horner=false","-file:{0} smt.arith.nl.horner=false",,,,,,
,"RV 11687","T_norm 11687","T_cpu 11687","T_wc 11687","# SAT 11687","# UNSAT 11687","# UNKNOWN 11687",
"QF_NIA_small\aproveSMT3571876635740058861.smt2",0,13.1157139679715,14.094,14.707,0,1,0,
"QF_NIA_small\aproveSMT3611058756933534688.smt2",0,0.0581886960391633,0.063,0.256,1,0,0,
"QF_NIA_small\aproveSMT3612851711724526218.smt2",0,0.982449549162731,1.094,1.399,1,0,0,
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.0459094101123595,0.047,0.148,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.0258501383946224,0.031,0.182,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",0,96.8901635021097,109.766,114.194,0,1,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,5.192947617003,5.781,6.1,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0409446764091858,0.047,0.18,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,2.72395833333333,2.969,3.266,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0282886196451753,0.031,0.1,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.123712153069807,0.141,0.257,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,2.09422603046595,2.234,2.577,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0694296941376381,0.078,0.211,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.127574804856895,0.141,0.239,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.458358373397436,0.547,0.75,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.123920598146588,0.141,0.244,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.143194942254082,0.172,0.572,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,11.919353116994,13.344,13.881,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.86128114261169,4.297,4.746,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.583947860407146,0.672,0.829,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0461905322656618,0.047,0.153,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.410913422546634,0.484,0.77,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0622915674130538,0.063,0.222,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0585535154500672,0.063,0.257,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.384402879156529,0.453,0.777,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.15267398411957,0.156,0.256,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0566507798960139,0.063,0.597,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.148692191053829,0.188,0.48,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.0561640893470791,0.063,0.414,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0404548267326733,0.047,0.248,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,18.8122665975104,21.672,22.647,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,6.50886101154919,7.813,8.328,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.554730589732711,0.625,0.964,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0736204954954956,0.063,0.134,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.398281114012184,0.438,0.652,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.101065591872792,0.109,0.219,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.558393561103811,0.609,0.824,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.0981606606606606,0.109,0.202,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0420147814910026,0.047,0.12,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.16958495460441,0.188,0.445,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0574472759226714,0.063,0.173,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.60610715825787,0.672,1.047,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0472362716763005,0.047,0.194,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.207495768091409,0.234,0.451,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.273837081128748,0.297,0.549,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.347739361702129,0.344,0.51,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0517002767892447,0.063,0.147,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.311754887935145,0.313,0.473,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.73652343749999,1.594,2.108,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0404882328654005,0.047,0.17,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.274820722057369,0.266,0.541,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.276076858108108,0.313,0.568,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,3.97239216092907,4.578,4.847,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0639927564604542,0.078,0.144,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.775964391691395,0.75,1.059,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.632389294926913,0.703,0.928,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.190518318068276,0.219,0.614,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.434591642924976,0.438,0.717,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.0870119787045253,0.094,0.157,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0495015143866734,0.047,0.175,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,628.571790540541,622.563,647.197,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0856815203145478,0.094,0.2,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",0,3.10101336783096,3.438,3.866,0,1,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,22.2973625195008,27.328,28.42,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,2.20160338910339,2.453,2.762,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,9.50284588441331,10.375,10.838,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,1.03441455696203,1.172,1.569,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,18.6371248943364,21.078,21.953,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,734.290758523953,813.266,845.816,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,5.05566666666667,5.438,5.656,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.143251992031872,0.172,0.397,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.71896997929607,1.984,2.226,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,6.93924581005587,8.313,8.816,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.0979645354645355,0.094,0.216,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.595865885416667,0.656,0.842,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0268701191944102,0.031,0.173,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,1.02238436123348,1.109,1.306,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.7845,0.891,1.078,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,1.12660019694732,1.094,1.323,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.345096072635135,0.391,0.68,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,2.59688221709007,2.688,2.853,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,4.17344522240527,4.844,5.139,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.769912190082645,0.891,1.108,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.114291958041958,0.125,0.217,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0278903583617747,0.031,0.177,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.130113887660327,0.141,0.246,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,33.4003577919128,35.141,36.592,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.20967417538214,1.438,1.655,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0414640591966173,0.047,0.146,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,14.3176652892562,16.563,17.255,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0548218029350105,0.063,0.169,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0272850584307179,0.031,0.717,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,5.09055667112896,5.453,5.751,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,22.1818231441048,24.281,25.258,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0550063104753891,0.063,0.163,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0551222596964587,0.063,0.185,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.72596555323591,4.266,4.528,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,4.58771929824561,5.125,5.364,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.87734341712825,6.594,6.903,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.759847180370211,0.844,1.025,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0473274613899614,0.047,0.239,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0402720739219713,0.047,0.152,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.21025207333042,3.516,3.717,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0410991198658843,0.047,0.159,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",0,604.790960972018,588.891,612.322,0,1,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0427101480836237,0.047,0.266,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.454980426272292,0.5,0.687,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.105528652138822,0.125,0.276,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.352206796518856,0.406,1.589,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,0.974499574105622,1.094,1.277,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,14.1742256637168,14.547,15.126,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.0984139784946237,0.109,0.213,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.055614632071459,0.063,0.148,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.48959220613288,1.672,1.901,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.268174567000912,0.281,0.495,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,9.88649258916165,10.203,10.636,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0286355672360929,0.031,0.09,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,18.73950630709,20.594,21.413,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,2.25286279965753,2.516,2.724,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,2.63205690508322,2.797,3.064,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.127796481320591,0.141,0.246,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,3.96877800179211,4.234,4.513,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.56715751896475,2.75,2.94,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.855476994512453,0.969,1.168,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.281788793103448,0.313,0.504,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.33482142857143,2.578,2.759,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,845.594179466451,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.74552145139206,1.828,2.052,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.122310570626754,0.125,0.228,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,8.47349785407725,9.438,9.837,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.125292802385009,0.141,0.256,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0390842965324831,0.047,0.162,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.538349873310811,0.609,0.797,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.110758153324862,0.125,0.237,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.0810768912773873,0.094,0.197,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.24218082835184,1.391,1.615,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.15961498330551,1.328,1.527,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.0914518385291767,0.109,0.234,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.0539175257731959,0.063,0.16,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.0982027896995708,0.109,0.229,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0415167231160034,0.047,0.15,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.47780524505589,0.531,0.732,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,4.80866900175131,5.25,5.473,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,5.77566259991586,6.563,6.843,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,1.11481578947368,1.266,1.454,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,3.17379625945086,3.813,4.022,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.254873294346979,0.25,0.412,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,7.34897759967119,8.547,8.974,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,20.4660608308605,23.078,24.012,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0710597826086957,0.078,0.164,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.160036719706242,0.188,0.297,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,4.49004120879119,4.297,4.63,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,0.898671522363562,1.047,1.273,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.937078414839798,1.063,1.244,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,28.0784493944637,31.031,32.3,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.12237706655362,1.266,1.548,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.41708815028902,1.641,1.849,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,1005.76923076923,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,13.6774415784832,14.828,15.437,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.11822069253233,1.281,1.431,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.338017043278437,0.422,0.617,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.19595100556269,2.453,2.644,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,7.12044482899023,8.359,8.72,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.485740821678322,0.531,0.742,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,136.582372694467,162.828,169.464,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.237863845270011,0.297,0.495,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,103.669479927007,122.203,127.218,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,3.54793149466192,3.813,4.022,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,2.03218475073313,1.656,1.831,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,0.994349828620394,1.109,1.293,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,854.924397221087,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,10.2303129732458,9.688,10.084,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,70.8116466694249,81.813,85.149,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,911.546840958606,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,943.192064923354,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,998.091603053435,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,774.814814814815,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,981.698732989207,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,6.98631800518135,7.734,8.103,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,985.398021667452,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,0.886349630238291,1.031,1.116,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,28.938803214596,31.844,33.093,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,5.18216463414634,5.281,5.55,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,11.236328125,12.375,13.395,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,39.5248182326621,33.781,35.074,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.13535969709718,3.563,3.764,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,1028.51524090462,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",0,198.499329343789,229.906,239.133,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,1.9053069450186,2.203,2.444,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,8.02547333061889,9.422,9.836,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,17.0326793721973,18.156,18.903,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,200.684007599464,214.594,223.399,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.51330555555556,2.703,2.879,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,282.638752396932,281.828,293.036,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,51.326882729682,55.547,57.781,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,17.1025127669452,17.609,18.301,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,861.259777686291,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,15.21858451015,16.484,17.188,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,1.0038116349481,1.109,1.284,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,4.61157268439108,5.141,5.405,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,82.0305665425779,84.266,87.691,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,2.68390012254902,3.141,3.373,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.177649456521739,0.172,0.261,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.185373345935728,0.188,0.21,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,869.131699210636,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,45.6441996984059,50.641,52.765,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,31.3674596163554,29.703,30.925,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.43166700777732,1.672,1.894,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,2.05195421831267,2.453,2.68,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,3.6863555971702,4.234,4.401,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.9352696674777,2.281,2.506,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,1.92755154639175,2.234,2.442,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.6768149284254,39.359,40.962,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,907.592190889371,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,52.7940967671472,57.766,60.101,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.24997327917914,2.516,2.679,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,5.43459657701712,6.375,6.669,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",0,604.529277586947,673.016,700.247,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,919.964819700968,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29767_edge_closing_0.smt2",0,1.06156968876861,1.125,1.321,1,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29778_edge_closing_0.smt2",,1056.0323069157,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__terminationQ_2_0.smt2",0,177.963587715216,182.813,190.169,0,1,0,
