,"smt.arith.nl.horner=false","-file:{0} smt.arith.nl.horner=false",,,,,,
,"RV 11687","T_norm 11687","T_cpu 11687","T_wc 11687","# SAT 11687","# UNSAT 11687","# UNKNOWN 11687",
"QF_NIA_small\From_T2__pentagon.t2__p7145_edge_closing_0.smt2",,875.680200920887,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7164_edge_closing_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7186_edge_closing_0.smt2",0,28.9978351670742,34.016,35.437,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2__p7265_terminationG_0.smt2",0,9.40419650379107,10.672,11.167,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7297_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__p7218_edge_closing_0.smt2",,885.315277190013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_16_0.smt2",0,8.04784991568297,9.125,9.609,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_25_0.smt2",0,7.12004950495049,8.25,8.622,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_3_0.smt2",0,13.8871297524315,15.016,15.645,0,1,0,
"QF_NIA_small\From_T2__polling.bug.t2__term_unfeasibility_0_0.smt2",0,4.92608556832695,5.531,6.935,1,0,0,
"QF_NIA_small\From_T2__polling.bug.t2_fixed__term_unfeasibility_1_0.smt2",0,50.9743096543002,57.797,60.174,0,1,0,
"QF_NIA_small\From_T2__polling.t2_fixed__p7336_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank2.t2__p7393_terminationG_0.smt2",0,0.591566708754209,0.672,0.88,0,1,0,
"QF_NIA_small\From_T2__polyrank3.t2__p7436_terminationG_0.smt2",0,40.5589384191176,42.188,43.823,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7472_terminationG_0.smt2",0,40.1151375112714,42.531,44.231,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7499_terminationG_0.smt2",0,0.766629599676506,0.906,1.106,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7519_terminationG_0.smt2",0,3.29032590759076,3.813,4.063,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7550_terminationG_0.smt2",0,0.638488565983802,0.641,0.818,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7566_terminationG_0.smt2",0,93.1184368978803,92.406,96.138,1,0,0,
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.75035868005739,0.75,0.932,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.455831084120558,0.484,0.751,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,15.8298795426705,18.531,19.4,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",,1002.87631831256,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,185.836955415309,218.172,226.923,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,1056.0323069157,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,44.6383555926544,51.125,53.232,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",0,6.87941945606695,7.859,8.289,1,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,844.570044408559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,953.509571558797,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,66.4783755274261,75.313,78.251,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",0,43.7619535519127,42.109,43.9,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,908.774978279757,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",0,3.82404190945764,4.078,4.291,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,156.168996188056,176.25,183.347,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",0,291.486533762772,313.641,326.245,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",0,39.946653628857,43.938,45.712,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,2.84846219564289,3.188,3.366,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,884.940778341793,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,0.957195148601398,1.047,1.219,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,3.52383346741754,4.188,4.544,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",0,54.0957081545064,60.25,62.618,1,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",0,8.10532878664495,9.516,9.961,0,1,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,858.432498974149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",0,7.03593618365628,7.984,8.395,1,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,946.606334841629,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,29.4511138613861,34.125,35.629,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,11.4621901239504,13.703,14.366,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.760490236809307,0.875,1.741,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",0,4.80948893229167,5.297,5.56,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",0,14.884605584998,17.453,18.23,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,1010.62801932367,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",0,14.5762871607066,16.172,16.871,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,1074.47354904982,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,928.952042628774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",0,16.3106252533441,19.234,20.035,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",0,5.51355421686747,6.344,6.71,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,856.324191567745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",0,3.98433041174073,4.672,4.95,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",0,5.60317418119949,6.297,6.682,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,13.3447651448639,14.531,15.606,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",0,18.9581907613345,21.188,22.436,1,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",0,9.67866756393002,10.313,10.774,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,12.3467509603073,13.828,14.424,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.33942984271523,1.547,1.713,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,0.808899594320487,0.953,1.783,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,922.805469783855,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.88259151414309,3.313,3.789,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,30.3202786209887,33.422,34.771,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,14.7665990606319,16.531,17.322,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.11929945054945,2.766,3.42,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.66023962948047,5.531,6.055,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",0,1.89079833597464,2.281,2.91,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,3.96632371658889,4.469,4.772,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,1092.42819843342,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,1.42972770154374,1.594,1.791,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,3.98293067226891,4.531,4.88,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,5.54072614991482,6.219,6.697,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.2972980349345,3.609,3.827,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,9.24542354630294,12.313,12.856,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,2.04392924306535,2.078,2.318,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",0,1.90373296158612,2.203,2.423,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,17.9499592454588,18.422,19.196,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,2.00183515100671,2.281,3.423,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,2.43317995910021,2.844,3.201,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",0,3.8354395046691,4.516,5.005,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.52671035095513,2.719,2.873,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.72115597345133,1.859,2.044,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",0,6.06528438581315,6.703,7.093,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.09023979806479,2.375,2.663,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.25477789256198,4.922,5.295,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.37915941713789,1.516,1.612,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,16.457346872285,18.109,18.887,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",0,7.88714067944251,8.656,9.159,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.763861331569665,0.828,1.241,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.47361680327869,1.547,1.857,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,781.471796787449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.68363055181696,2.859,3.077,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,11.5800010606703,13.047,13.638,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,107.311872122227,122.547,127.424,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,53.0785193217666,64.344,66.891,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",0,336.58444033101,369.406,384.36,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.48903211216644,3.688,4.196,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,924.436588599205,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,1015.53398058252,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,7.87238219895288,7.906,8.262,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,1.59799214316892,1.75,2.015,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,3.11309523809524,3.719,3.95,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,8.9744380183326,9.828,10.263,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,1.84613787375415,2.125,2.387,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.52505530973451,5.969,6.737,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,859.4905505341,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.609336164043082,0.703,0.967,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.219674059139785,0.234,0.453,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,17.8576045413669,18.984,19.841,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.60640631856077,1.75,1.898,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,811.167119038387,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,995.716325559257,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,1.709242653414,1.891,2.021,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,6.02422520661157,6.969,7.484,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.216652858326429,0.25,0.549,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",0,101.837434383202,111.281,115.715,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,33.5528394534586,37.563,39.229,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,832.802547770701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,2.26879820051414,2.531,2.744,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.57234664607237,1.703,1.94,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,27.89674248662,32.391,33.76,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.57998217115689,1.906,2.095,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,1.73438168592212,1.938,2.124,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,4.09249598715891,4.875,5.113,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,35.2313807531381,40.25,41.859,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,3.31916773778921,3.703,3.968,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,1.4057612945265,1.547,1.818,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,8.64756190269331,9.516,9.939,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,27.8100458115183,30.469,31.673,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.1607454228422,4.563,4.837,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,19.2843629343629,23.875,25.912,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.26755591357089,2.859,3.243,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,941.494149414941,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.30066231712139,2.781,2.908,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.25773783666377,2.484,2.74,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",0,7.53999239791486,8.297,8.723,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,2.20456910907577,2.531,2.795,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,21.6422766475011,23.391,24.368,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.15343074968234,4.688,4.991,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,5.16837704294945,6.5,6.769,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.1646449396085,2.484,2.896,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,57.621158209571,66.766,69.625,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,2.95527038445289,3.344,3.743,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",0,9.70123661397244,9.094,9.574,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,0.731603673986487,0.828,1.2,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,4.34596676124848,5.125,5.583,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14919_safety_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14996_safety_0.smt2",,970.315398886828,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p15078_safety_0.smt2",0,29.5048682703322,36.938,38.399,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__term_unfeasibility_1_0.smt2",0,2.12216837926203,2.172,2.387,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10066_safety_0.smt2",0,1.66642156862745,1.828,2.084,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10133_safety_0.smt2",0,0.77695246179966,0.875,1.2,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10168_safety_0.smt2",0,16.3760116462692,19.828,20.954,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10216_safety_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10273_safety_0.smt2",,923.620309050773,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10316_safety_0.smt2",0,8.3173577941815,9.156,9.563,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10430_safety_0.smt2",0,2.09751830318691,2.328,2.68,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10512_safety_0.smt2",0,9.13661024305556,10.063,11.768,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10555_safety_0.smt2",0,2.1561310782241,2.438,2.556,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10604_safety_0.smt2",0,9.51830138662316,11.156,11.861,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10632_safety_0.smt2",0,37.4472587719298,40.813,42.483,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10685_safety_0.smt2",0,1.8237660944206,2.031,2.213,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10708_safety_0.smt2",0,6.73353976531943,7.406,7.767,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10737_safety_0.smt2",0,2.34559903483005,2.672,3.604,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10777_safety_0.smt2",0,4.62188750555803,4.969,5.292,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10804_safety_0.smt2",,869.492934330839,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10907_safety_0.smt2",0,1.75941945405613,2.188,2.336,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10987_safety_0.smt2",0,3.11309523809524,3.344,3.592,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11010_safety_0.smt2",0,1.60950089525515,1.719,1.983,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11070_safety_0.smt2",0,3.13552387813915,3.641,4.562,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11092_safety_0.smt2",0,4.09369070208728,5.156,5.475,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11134_safety_0.smt2",0,3.8595215260017,4.328,4.468,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11206_safety_0.smt2",0,1.90216157655799,2.203,2.491,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11249_safety_0.smt2",0,1.6789177148847,1.531,1.742,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11279_safety_0.smt2",,890.971039182283,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11293_safety_0.smt2",,909.169926119079,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11660_safety_0.smt2",,938.537460744729,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11700_safety_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11816_safety_0.smt2",0,3.59591974752029,3.813,4.101,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11854_safety_0.smt2",0,1.59201854334227,1.703,1.974,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11971_safety_0.smt2",0,24.81635,29.656,30.865,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9297_terminationG_0.smt2",0,8.46360791957325,9.859,10.319,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9315_terminationG_0.smt2",0,8.21826845093269,9.688,10.176,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9567_safety_0.smt2",0,9.25412505427703,10.188,10.761,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9728_safety_0.smt2",,839.486356340289,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9772_safety_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9943_safety_0.smt2",0,2.1362466427932,2.281,2.431,1,0,0,
