,"mathsat","{0}",,,,,,
,"RV 11617","T_norm 11617","T_cpu 11617","T_wc 11617","# SAT 11617","# UNSAT 11617","# UNKNOWN 11617",
"QF_NIA/AProVE/aproveSMT7421728509534632580.smt2",,542.906574394463,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7425032899494542246.smt2",0,0.757239382239382,0.844,1.771,1,0,0,
"QF_NIA/AProVE/aproveSMT7425096829426664326.smt2",0,0.938661317567568,1.063,1.169,1,0,0,
"QF_NIA/AProVE/aproveSMT7425097471333425134.smt2",0,0.0276661024121879,0.031,1.208,1,0,0,
"QF_NIA/AProVE/aproveSMT7425444271012831537.smt2",0,0.415121876280213,0.484,0.618,0,1,0,
"QF_NIA/AProVE/aproveSMT7425938954674545463.smt2",,521.912681912682,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7430755935741694434.smt2",0,0.0530641233766234,0.063,0.958,1,0,0,
"QF_NIA/AProVE/aproveSMT7431698352002693590.smt2",,521.262458471761,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT743198230882528455.smt2",0,0.0834290454313422,0.078,0.158,1,0,0,
"QF_NIA/AProVE/aproveSMT7434029684396765326.smt2",,564.134831460674,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7434724348942677530.smt2",0,1.48643893460372,1.641,1.795,1,0,0,
"QF_NIA/AProVE/aproveSMT7436331356768221969.smt2",,509.622411693057,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7437900192679230580.smt2",0,0.122578125,0.141,0.282,1,0,0,
"QF_NIA/AProVE/aproveSMT7440630011441673394.smt2",,527.173456530869,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7442977656501073355.smt2",0,2.33685701830863,2.563,3.655,1,0,0,
"QF_NIA/AProVE/aproveSMT7445065338582150743.smt2",0,0.291971173365814,0.344,1.302,0,1,0,
"QF_NIA/AProVE/aproveSMT7445571278921467427.smt2",0,0.0272395833333333,0.031,1.115,1,0,0,
"QF_NIA/AProVE/aproveSMT7454102767909536610.smt2",0,0.09749147848317,0.109,0.894,1,0,0,
"QF_NIA/AProVE/aproveSMT7459833761004653763.smt2",0,0.0937756147540984,0.109,1.671,0,1,0,
"QF_NIA/AProVE/aproveSMT7461174045436887668.smt2",0,1.91738033786954,1.953,2.37,1,0,0,
"QF_NIA/AProVE/aproveSMT7467939169769681733.smt2",0,0.0973670212765958,0.109,0.214,1,0,0,
"QF_NIA/AProVE/aproveSMT7469605530001645727.smt2",0,0.0696961620469083,0.078,1.047,1,0,0,
"QF_NIA/AProVE/aproveSMT7476685608009062250.smt2",0,0.0715654077723044,0.063,0.154,1,0,0,
"QF_NIA/AProVE/aproveSMT7477076512700598711.smt2",,509.82940698619,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7477747760314814945.smt2",0,0.613514840680925,0.672,0.717,1,0,0,
"QF_NIA/AProVE/aproveSMT7484170499291148474.smt2",,520.829875518672,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7486513549841895494.smt2",0,6.1683023415978,6.422,7.531,1,0,0,
"QF_NIA/AProVE/aproveSMT7488205929846962835.smt2",0,3.09881498470948,3.391,3.608,1,0,0,
"QF_NIA/AProVE/aproveSMT7490604150992709469.smt2",0,0.0284610361340879,0.031,0.155,1,0,0,
"QF_NIA/AProVE/aproveSMT7494309337781692378.smt2",0,17.5436022397345,20.219,21.404,0,1,0,
"QF_NIA/AProVE/aproveSMT7501171262058255572.smt2",0,6.50962153518123,7.297,7.68,0,1,0,
"QF_NIA/AProVE/aproveSMT7502614887357977212.smt2",0,13.7241497263487,16.781,18.02,0,1,0,
"QF_NIA/AProVE/aproveSMT7506568489386821375.smt2",,526.952141057935,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7506716928504208439.smt2",0,12.330410022779,12.938,13.485,0,1,0,
"QF_NIA/AProVE/aproveSMT7508039888586354633.smt2",0,0.0549831791421362,0.063,0.156,1,0,0,
"QF_NIA/AProVE/aproveSMT7516363013202072817.smt2",0,0.0142615619546248,0.016,1.34,1,0,0,
"QF_NIA/AProVE/aproveSMT7524100993916568663.smt2",0,0.0967085798816569,0.109,0.545,1,0,0,
"QF_NIA/AProVE/aproveSMT75246260550972678.smt2",,533.673469387755,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7532183449919865302.smt2",0,0.738464407502131,0.828,0.951,1,0,0,
"QF_NIA/AProVE/aproveSMT7536662271889655378.smt2",0,8.44779074614423,9.688,10.937,1,0,0,
"QF_NIA/AProVE/aproveSMT7553033403452230249.smt2",0,0.041924967935015,0.047,0.197,0,1,0,
"QF_NIA/AProVE/aproveSMT7553684159876201271.smt2",0,0.0671476992604766,0.078,1.306,1,0,0,
"QF_NIA/AProVE/aproveSMT7554435280629383711.smt2",0,11.8574898785425,14,14.63,0,1,0,
"QF_NIA/AProVE/aproveSMT7559851663781642245.smt2",0,0.13043695131684,0.156,0.285,1,0,0,
"QF_NIA/AProVE/aproveSMT7562489914946415047.smt2",0,0.0310865430337613,0.031,0.938,1,0,0,
"QF_NIA/AProVE/aproveSMT7566757408532129528.smt2",0,0.167128248828291,0.188,0.319,0,1,0,
"QF_NIA/AProVE/aproveSMT7567229793381788175.smt2",0,0.0273879346459992,0.031,0.185,1,0,0,
"QF_NIA/AProVE/aproveSMT7573373552672061169.smt2",0,0.0268701191944102,0.031,0.171,1,0,0,
"QF_NIA/AProVE/aproveSMT7582056465401816311.smt2",0,24.1107281344248,26.75,27.902,1,0,0,
"QF_NIA/AProVE/aproveSMT7588350668756529339.smt2",,531.189166314008,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7590399260681439742.smt2",0,5.90384820666097,6.609,7.183,1,0,0,
"QF_NIA/AProVE/aproveSMT7590474555266716483.smt2",0,0.0557569296375266,0.063,0.197,1,0,0,
"QF_NIA/AProVE/aproveSMT759255174263994380.smt2",0,0.0435446269982238,0.047,0.083,1,0,0,
"QF_NIA/AProVE/aproveSMT7600065606153054469.smt2",0,12.9219180440771,13.453,14.846,1,0,0,
"QF_NIA/AProVE/aproveSMT7600210664877240963.smt2",0,0.0471681096681098,0.047,0.135,0,1,0,
"QF_NIA/AProVE/aproveSMT7603562122419932136.smt2",0,0.194734042553192,0.219,1.501,0,1,0,
"QF_NIA/AProVE/aproveSMT760719086709901796.smt2",0,3.32666357643181,3.859,4.864,1,0,0,
"QF_NIA/AProVE/aproveSMT7607464386017027349.smt2",0,0.0273421162693434,0.031,1.151,1,0,0,
"QF_NIA/AProVE/aproveSMT7608975121595496463.smt2",0,0.02776008492569,0.031,0.166,1,0,0,
"QF_NIA/AProVE/aproveSMT7610286808985132932.smt2",0,0.56790404040404,0.672,1.238,1,0,0,
"QF_NIA/AProVE/aproveSMT7610852511450248253.smt2",0,0.530210867802109,0.625,1.822,1,0,0,
"QF_NIA/AProVE/aproveSMT7611987119723843271.smt2",0,0.0814134495641345,0.094,0.205,1,0,0,
"QF_NIA/AProVE/aproveSMT7615731550573616946.smt2",0,8.06273476627713,9.234,10.503,1,0,0,
"QF_NIA/AProVE/aproveSMT7616572527824307499.smt2",,563.628199371352,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT761672057715945401.smt2",0,0.278247871909201,0.328,1.44,1,0,0,
"QF_NIA/AProVE/aproveSMT7617186644509754162.smt2",,596.861626248217,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7624679523915717307.smt2",0,0.0407236295681063,0.047,0.604,1,0,0,
"QF_NIA/AProVE/aproveSMT7624773262034496840.smt2",0,0.0269698844884488,0.031,1.22,1,0,0,
"QF_NIA/AProVE/aproveSMT7626898572491278512.smt2",0,74.4370137182637,86.891,91.573,1,0,0,
"QF_NIA/AProVE/aproveSMT7628861445032873345.smt2",0,85.7283623910336,98.719,104.107,0,1,0,
"QF_NIA/AProVE/aproveSMT763392734845190078.smt2",0,0.0283008658008658,0.031,0.827,1,0,0,
"QF_NIA/AProVE/aproveSMT7634487200611051738.smt2",0,0.0267930327868852,0.031,0.982,1,0,0,
"QF_NIA/AProVE/aproveSMT7640420571048521510.smt2",0,0.784287311915413,0.922,1.366,1,0,0,
"QF_NIA/AProVE/aproveSMT7643493201719261917.smt2",0,0.185273279352227,0.219,1.342,0,1,0,
"QF_NIA/AProVE/aproveSMT7648521531974238875.smt2",0,0.0284734320557491,0.031,0.148,1,0,0,
"QF_NIA/AProVE/aproveSMT7650555960817687717.smt2",0,0.146044882209586,0.172,0.958,0,1,0,
"QF_NIA/AProVE/aproveSMT7651050887355754550.smt2",0,0.0598306894447833,0.047,0.161,1,0,0,
"QF_NIA/AProVE/aproveSMT7652719237021574865.smt2",0,31.4164620974077,38.234,39.696,0,1,0,
"QF_NIA/AProVE/aproveSMT7653769241554805412.smt2",0,0.216952433628319,0.234,1.004,1,0,0,
"QF_NIA/AProVE/aproveSMT7656102638150258045.smt2",0,0.0674803881090009,0.078,0.183,1,0,0,
"QF_NIA/AProVE/aproveSMT7658539666519675214.smt2",0,3.01932730923695,3.594,4.983,0,1,0,
"QF_NIA/AProVE/aproveSMT7661193483099559072.smt2",0,0.0427473844812555,0.047,0.16,1,0,0,
"QF_NIA/AProVE/aproveSMT7662443883136090771.smt2",0,0.0397014170040486,0.047,0.203,1,0,0,
"QF_NIA/AProVE/aproveSMT7665212046683892380.smt2",0,0.0269921552436003,0.031,0.174,1,0,0,
"QF_NIA/AProVE/aproveSMT7665651319374163662.smt2",0,0.0819235588972431,0.094,0.184,0,1,0,
"QF_NIA/AProVE/aproveSMT7665915928405925138.smt2",0,0.380697791164659,0.453,1.909,0,1,0,
"QF_NIA/AProVE/aproveSMT7666340789081402846.smt2",0,0.0409788967822816,0.047,0.18,1,0,0,
"QF_NIA/AProVE/aproveSMT7667860391484927663.smt2",0,0.0729631696428571,0.078,0.173,0,1,0,
"QF_NIA/AProVE/aproveSMT7669361586674204166.smt2",0,5.34341117597998,6.125,6.378,0,1,0,
"QF_NIA/AProVE/aproveSMT7669897523489279886.smt2",0,64.7187892095358,73.969,77.312,1,0,0,
"QF_NIA/AProVE/aproveSMT7675437925579875100.smt2",0,2.94467945662536,2.953,3.797,1,0,0,
"QF_NIA/AProVE/aproveSMT7679396324415632069.smt2",,505.925030229746,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7680819870836548201.smt2",0,0.0564307293914544,0.063,1.171,1,0,0,
"QF_NIA/AProVE/aproveSMT7691746381767851550.smt2",0,0.0746972120658135,0.078,0.216,0,1,0,
"QF_NIA/AProVE/aproveSMT7692659250533584009.smt2",0,0.163915587129127,0.188,0.277,1,0,0,
"QF_NIA/AProVE/aproveSMT7694056582340742959.smt2",0,5.19866557734205,5.703,5.99,0,1,0,
"QF_NIA/AProVE/aproveSMT7698491910757949738.smt2",0,0.0176593733117234,0.016,0.146,1,0,0,
"QF_NIA/AProVE/aproveSMT7705053073037559139.smt2",0,4.98336563307494,5.531,6.902,1,0,0,
"QF_NIA/AProVE/aproveSMT7707059208401772365.smt2",0,0.0264676113360324,0.031,0.891,1,0,0,
"QF_NIA/AProVE/aproveSMT7708959949842822881.smt2",0,2.96917006109979,3.484,3.653,0,1,0,
"QF_NIA/AProVE/aproveSMT7712368292232038782.smt2",0,1.70674081035923,1.953,2.396,1,0,0,
"QF_NIA/AProVE/aproveSMT7721500732512293986.smt2",0,0.0701147576147576,0.078,1.331,1,0,0,
"QF_NIA/AProVE/aproveSMT7727051226769486107.smt2",0,0.271562090074333,0.297,1.708,0,1,0,
"QF_NIA/AProVE/aproveSMT772800478607607001.smt2",0,0.042250107712193,0.047,0.849,1,0,0,
"QF_NIA/AProVE/aproveSMT7735429157939642091.smt2",,543.376623376624,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7738094659359094547.smt2",0,0.110899067005937,0.125,0.928,1,0,0,
"QF_NIA/AProVE/aproveSMT7739562363697450597.smt2",0,1.70090222408729,1.938,2.059,1,0,0,
"QF_NIA/AProVE/aproveSMT7741851526124534289.smt2",0,11.7137139525021,13.203,13.795,1,0,0,
"QF_NIA/AProVE/aproveSMT7743284638049729612.smt2",0,2.12318225884634,2.094,2.474,1,0,0,
"QF_NIA/AProVE/aproveSMT7754412700367483170.smt2",0,65.956772557947,76.172,79.347,0,1,0,
"QF_NIA/AProVE/aproveSMT7755777999411953910.smt2",0,21.3007405089695,24.406,25.932,1,0,0,
"QF_NIA/AProVE/aproveSMT7755926750546577548.smt2",0,0.127353896103896,0.141,0.56,1,0,0,
"QF_NIA/AProVE/aproveSMT7766128305222071889.smt2",0,0.0552153716216216,0.063,0.187,0,1,0,
"QF_NIA/AProVE/aproveSMT7771426560100989424.smt2",0,0.65079185520362,0.688,0.839,1,0,0,
"QF_NIA/AProVE/aproveSMT7777709044841156195.smt2",0,0.01,0,0.147,0,1,0,
"QF_NIA/AProVE/aproveSMT7779103868321286583.smt2",0,472.836834881757,535.219,557.335,1,0,0,
"QF_NIA/AProVE/aproveSMT778144120697107907.smt2",0,0.0560197086546701,0.063,0.167,1,0,0,
"QF_NIA/AProVE/aproveSMT7786226412605780769.smt2",,503.691813804173,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7789566944834562492.smt2",0,2.43892174704277,2.563,2.71,1,0,0,
"QF_NIA/AProVE/aproveSMT7793121429854842894.smt2",0,0.111276595744681,0.125,1.044,1,0,0,
"QF_NIA/AProVE/aproveSMT7793199495189474023.smt2",0,248.333453459637,288.219,300.115,1,0,0,
"QF_NIA/AProVE/aproveSMT7795667227375240089.smt2",0,0.0839216944801027,0.094,0.697,0,1,0,
"QF_NIA/AProVE/aproveSMT7802049715917776815.smt2",0,0.386072834645669,0.469,1.536,0,1,0,
"QF_NIA/AProVE/aproveSMT7809899653994329658.smt2",0,0.602331460674158,0.641,1.537,0,1,0,
"QF_NIA/AProVE/aproveSMT7812879561909670533.smt2",0,0.504826254826255,0.5,0.626,0,1,0,
"QF_NIA/AProVE/aproveSMT7823144654332746343.smt2",0,0.0673413679439638,0.078,0.236,0,1,0,
"QF_NIA/AProVE/aproveSMT7823323782766463735.smt2",0,235.015573432343,272.313,283.363,1,0,0,
"QF_NIA/AProVE/aproveSMT7824498147717594747.smt2",,547.643979057592,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7826410437360563405.smt2",,547.643979057592,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7827440395088915666.smt2",0,92.4836558044806,108.531,113.775,0,1,0,
"QF_NIA/AProVE/aproveSMT7838884156418628231.smt2",0,0.0420869098712446,0.047,0.662,1,0,0,
"QF_NIA/AProVE/aproveSMT7841702704637407445.smt2",0,0.0140712440809298,0.016,0.179,0,1,0,
"QF_NIA/AProVE/aproveSMT7844921076504539198.smt2",0,0.0273994132439229,0.031,1.168,1,0,0,
"QF_NIA/AProVE/aproveSMT7846157933716462303.smt2",0,0.028498256320837,0.031,1.259,1,0,0,
"QF_NIA/AProVE/aproveSMT7861215804091976133.smt2",0,2.2388698630137,2.578,2.755,0,1,0,
"QF_NIA/AProVE/aproveSMT7863097830419831325.smt2",0,0.0552153716216216,0.063,0.386,1,0,0,
"QF_NIA/AProVE/aproveSMT7864601247910460124.smt2",0,0.644162465627865,0.672,0.792,1,0,0,
"QF_NIA/AProVE/aproveSMT7869689133944982392.smt2",,514.637146371464,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7875175109156463530.smt2",0,3.5252570289551,4.016,5.437,1,0,0,
"QF_NIA/AProVE/aproveSMT7887893780467629415.smt2",,512.117503059976,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7890038271197508657.smt2",0,0.0988284202569917,0.125,0.969,1,0,0,
"QF_NIA/AProVE/aproveSMT7894651576349615078.smt2",0,0.0300298576022049,0.031,1.132,1,0,0,
"QF_NIA/AProVE/aproveSMT7895251446205385259.smt2",0,0.111561433447099,0.125,0.257,1,0,0,
"QF_NIA/AProVE/aproveSMT7899418788565934630.smt2",,513.374233128835,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7900408876608124008.smt2",0,0.109505862646566,0.125,0.265,1,0,0,
"QF_NIA/AProVE/aproveSMT7903591660074047.smt2",0,0.0497274340770792,0.047,0.184,1,0,0,
"QF_NIA/AProVE/aproveSMT7909453486301533562.smt2",0,1.14185491383326,1.172,2.383,1,0,0,
"QF_NIA/AProVE/aproveSMT7913670470448229844.smt2",0,0.0612986404125644,0.063,0.205,1,0,0,
"QF_NIA/AProVE/aproveSMT7917963829768768087.smt2",0,1.23967414995641,1.359,2.16,0,1,0,
"QF_NIA/AProVE/aproveSMT7919653150620675781.smt2",0,0.0411508602601763,0.047,0.818,0,1,0,
"QF_NIA/AProVE/aproveSMT7924349461296395393.smt2",0,0.652445109780439,0.781,0.932,1,0,0,
"QF_NIA/AProVE/aproveSMT7925486591819126688.smt2",0,0.0703259466437177,0.078,0.255,1,0,0,
"QF_NIA/AProVE/aproveSMT7934578101815516403.smt2",0,0.634834522393976,0.766,0.902,1,0,0,
"QF_NIA/AProVE/aproveSMT7940703262999032810.smt2",0,0.441722972972973,0.484,0.614,0,1,0,
"QF_NIA/AProVE/aproveSMT7951364565869636656.smt2",0,1.10034223518851,1.172,1.674,1,0,0,
"QF_NIA/AProVE/aproveSMT7955388010732821599.smt2",0,0.124497460854846,0.141,0.284,1,0,0,
"QF_NIA/AProVE/aproveSMT7973953501619194134.smt2",0,0.0397014170040486,0.047,0.176,1,0,0,
"QF_NIA/AProVE/aproveSMT7984475695223661723.smt2",0,0.134960776218002,0.156,0.293,1,0,0,
"QF_NIA/AProVE/aproveSMT7988347123786612406.smt2",,541.735002157963,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7993450145625297093.smt2",,523,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT7993738542966308318.smt2",0,0.0841377091377091,0.094,0.864,0,1,0,
"QF_NIA/AProVE/aproveSMT7994396797327004761.smt2",0,0.490516882034181,0.563,1.19,1,0,0,
"QF_NIA/AProVE/aproveSMT7996735264961734592.smt2",0,11.6311349693252,12.688,13.246,1,0,0,
"QF_NIA/AProVE/aproveSMT7998671053005547216.smt2",0,0.0494142101284959,0.063,0.201,1,0,0,
"QF_NIA/AProVE/aproveSMT8001059830697292498.smt2",0,0.162355132450331,0.188,1.078,1,0,0,
"QF_NIA/AProVE/aproveSMT8001867158925593142.smt2",0,0.154917061611374,0.172,0.806,1,0,0,
"QF_NIA/AProVE/aproveSMT8011517491902652385.smt2",0,0.0553322048243758,0.063,0.874,0,1,0,
"QF_NIA/AProVE/aproveSMT8012602079643276968.smt2",0,0.0574725274725275,0.063,1.201,1,0,0,
"QF_NIA/AProVE/aproveSMT8017367873711888833.smt2",0,0.0823708525829484,0.094,0.243,1,0,0,
"QF_NIA/AProVE/aproveSMT8022550991004268836.smt2",0,0.10097639011474,0.109,0.241,0,1,0,
"QF_NIA/AProVE/aproveSMT8024478692941030280.smt2",0,406.416656755471,408.359,425.201,0,1,0,
"QF_NIA/AProVE/aproveSMT8024852026751060909.smt2",0,0.028045903045903,0.031,0.8,1,0,0,
"QF_NIA/AProVE/aproveSMT8024907687440095843.smt2",0,0.288154269972453,0.25,0.341,1,0,0,
"QF_NIA/AProVE/aproveSMT8025904151251180047.smt2",0,0.0288503971756399,0.031,0.153,0,1,0,
"QF_NIA/AProVE/aproveSMT8027564723893590521.smt2",0,0.433904867256637,0.469,1.575,1,0,0,
"QF_NIA/AProVE/aproveSMT8031821898982411562.smt2",0,0.0383356137607506,0.047,0.201,0,1,0,
"QF_NIA/AProVE/aproveSMT8033289265104172368.smt2",,522.347066167291,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8038578912200818680.smt2",0,0.0141688339835284,0.016,0.164,1,0,0,
"QF_NIA/AProVE/aproveSMT8040126413842461502.smt2",0,0.09218875906527,0.109,0.222,1,0,0,
"QF_NIA/AProVE/aproveSMT8048491273208585327.smt2",0,0.0260458167330677,0.031,0.429,1,0,0,
"QF_NIA/AProVE/aproveSMT8054075221577194287.smt2",0,0.125419664268585,0.125,0.241,0,1,0,
"QF_NIA/AProVE/aproveSMT8055655906282186416.smt2",0,0.0987111734253667,0.109,0.233,0,1,0,
"QF_NIA/AProVE/aproveSMT8056030040600901039.smt2",0,0.80659242994563,0.922,1.089,1,0,0,
"QF_NIA/AProVE/aproveSMT8057950942747418962.smt2",0,0.375220750551877,0.406,0.525,0,1,0,
"QF_NIA/AProVE/aproveSMT8062620281545458911.smt2",,597.145575642245,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8063658601531780609.smt2",0,237.55181270666,240.391,250.692,1,0,0,
"QF_NIA/AProVE/aproveSMT806408602391139285.smt2",,535.723431498079,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8068940055794530011.smt2",0,0.0266619086460032,0.031,0.826,1,0,0,
"QF_NIA/AProVE/aproveSMT8071976586525606103.smt2",0,10.2648005148005,11.438,12.898,0,1,0,
"QF_NIA/AProVE/aproveSMT8086949432460788329.smt2",0,403.956147631695,436.203,454.082,1,0,0,
"QF_NIA/AProVE/aproveSMT8090966167221088675.smt2",0,346.47120378064,398.641,415.313,0,1,0,
"QF_NIA/AProVE/aproveSMT8092278364131550877.smt2",0,19.1360829959514,22.594,24.382,1,0,0,
"QF_NIA/AProVE/aproveSMT8096192235274213275.smt2",0,0.0413591311682834,0.047,0.152,1,0,0,
"QF_NIA/AProVE/aproveSMT8097215116671087074.smt2",0,0.112376450365277,0.125,0.529,1,0,0,
"QF_NIA/AProVE/aproveSMT810474445011501632.smt2",0,0.113794604003481,0.125,0.228,0,1,0,
"QF_NIA/AProVE/aproveSMT8108707499591209996.smt2",,581.111111111111,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8111576124206668178.smt2",0,1.20194949281488,1.359,1.794,0,1,0,
"QF_NIA/AProVE/aproveSMT8114360728164500293.smt2",0,27.0602848101266,30.656,32.026,1,0,0,
"QF_NIA/AProVE/aproveSMT8115763866610536911.smt2",0,0.276454893274265,0.328,1.331,1,0,0,
"QF_NIA/AProVE/aproveSMT8115948064838025365.smt2",0,0.179672163329407,0.219,1.176,1,0,0,
"QF_NIA/AProVE/aproveSMT8116861759792779635.smt2",0,0.114492119089317,0.125,0.524,0,1,0,
"QF_NIA/AProVE/aproveSMT8120783453179243473.smt2",,519.751552795031,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8121469968193983819.smt2",0,0.0627098321342925,0.063,0.178,0,1,0,
"QF_NIA/AProVE/aproveSMT8127133815888302841.smt2",0,0.230803177405119,0.25,0.391,1,0,0,
"QF_NIA/AProVE/aproveSMT8130355490234669162.smt2",0,69.5260693411262,62.547,65.156,1,0,0,
"QF_NIA/AProVE/aproveSMT8137047330849691949.smt2",,525.628140703517,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8147214995430326664.smt2",0,0.542704342273308,0.609,1.086,0,1,0,
"QF_NIA/AProVE/aproveSMT8154118199533584081.smt2",0,0.648347107438018,0.563,0.677,1,0,0,
"QF_NIA/AProVE/aproveSMT8155110536101945148.smt2",0,0.0628001921229587,0.063,0.721,0,1,0,
"QF_NIA/AProVE/aproveSMT8160469170304225293.smt2",0,2.16612977450529,2.25,2.692,1,0,0,
"QF_NIA/AProVE/aproveSMT8164454269080814951.smt2",0,0.0578539823008849,0.063,0.182,0,1,0,
"QF_NIA/AProVE/aproveSMT8166028028121827240.smt2",0,87.2500531462585,98.094,102.691,1,0,0,
"QF_NIA/AProVE/aproveSMT8166223887396796858.smt2",,544.08322496749,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8171508819968091077.smt2",0,0.11944275274056,0.141,0.267,0,1,0,
"QF_NIA/AProVE/aproveSMT8176344245606773112.smt2",0,0.0278073160357295,0.031,0.151,0,1,0,
"QF_NIA/AProVE/aproveSMT8178838132909544952.smt2",0,0.815488565488566,0.938,1.086,1,0,0,
"QF_NIA/AProVE/aproveSMT8185424122281624169.smt2",0,0.0553322048243758,0.063,0.234,1,0,0,
"QF_NIA/AProVE/aproveSMT8197692405428884105.smt2",0,0.155654761904762,0.188,1.339,1,0,0,
"QF_NIA/AProVE/aproveSMT8200986249152606856.smt2",0,316.8140237266,347.859,362.106,0,1,0,
"QF_NIA/AProVE/aproveSMT8204649684904954337.smt2",0,0.0284610361340879,0.031,0.16,1,0,0,
"QF_NIA/AProVE/aproveSMT8205772230016192248.smt2",0,132.956751054852,150.625,156.777,0,1,0,
"QF_NIA/AProVE/aproveSMT8205896099592502481.smt2",0,0.255161257189811,0.297,0.409,1,0,0,
"QF_NIA/AProVE/aproveSMT8207099583067736571.smt2",0,15.9887726244344,16.891,17.647,1,0,0,
"QF_NIA/AProVE/aproveSMT8211259659113423333.smt2",0,0.570207910750507,0.672,0.795,1,0,0,
"QF_NIA/AProVE/aproveSMT8213728202959413718.smt2",0,0.235361075815333,0.266,1.193,1,0,0,
"QF_NIA/AProVE/aproveSMT8218711133334101962.smt2",0,0.0572711344721858,0.063,0.178,1,0,0,
"QF_NIA/AProVE/aproveSMT8224824876945968748.smt2",0,0.0406729572791373,0.047,0.187,1,0,0,
"QF_NIA/AProVE/aproveSMT8228730639525106651.smt2",0,0.0543659043659044,0.063,0.462,1,0,0,
"QF_NIA/AProVE/aproveSMT8232795791172995158.smt2",0,0.0274569508609828,0.031,0.158,1,0,0,
"QF_NIA/AProVE/aproveSMT8234157959150665759.smt2",0,0.701330458561211,0.797,1.647,0,1,0,
"QF_NIA/AProVE/aproveSMT8237557996763124921.smt2",,520.182345627849,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8238559713467376343.smt2",,548.361730013106,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8238842436851433790.smt2",0,0.0332190040650406,0.031,0.632,1,0,0,
"QF_NIA/AProVE/aproveSMT8249093165639366881.smt2",0,0.0139690170940171,0.016,1.177,1,0,0,
"QF_NIA/AProVE/aproveSMT8252434774163073059.smt2",,563.375224416517,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8257756607120236094.smt2",,517.181705809642,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT826414459867481820.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8264792885821091201.smt2",,512.326530612245,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8267230371933621158.smt2",,464.201183431952,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8268697362658064460.smt2",0,0.331779567519859,0.359,0.508,1,0,0,
"QF_NIA/AProVE/aproveSMT8272797916761012729.smt2",,480,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8278818413146191637.smt2",0,1.37403207964602,1.484,2.289,1,0,0,
"QF_NIA/AProVE/aproveSMT8282187318664889653.smt2",0,0.0421774193548387,0.047,1.545,1,0,0,
"QF_NIA/AProVE/aproveSMT8291690883131603301.smt2",,597.145575642245,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8295324311524575484.smt2",0,0.0559477963200684,0.063,1.541,0,1,0,
"QF_NIA/AProVE/aproveSMT829543643563092869.smt2",0,0.187527581641659,0.203,0.323,1,0,0,
"QF_NIA/AProVE/aproveSMT82980353335522103.smt2",0,1.76802065587734,1.984,2.185,1,0,0,
"QF_NIA/AProVE/aproveSMT8299602970754167349.smt2",0,1.09909934497817,1.203,1.408,1,0,0,
"QF_NIA/AProVE/aproveSMT8300370999791707493.smt2",0,2.04894483911408,2.344,2.495,1,0,0,
"QF_NIA/AProVE/aproveSMT8310471717277860785.smt2",,563.375224416517,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8316459358712071741.smt2",0,0.40374109263658,0.406,0.519,0,1,0,
"QF_NIA/AProVE/aproveSMT8317303350889990740.smt2",,585.994397759104,600,600,0,0,0,
